id,alias
z3rYSk8g10fT0eHxV8l1Tw,the-grid-fitness-lindon
U2mvkUVpUgVDwvhpG8mu9Q,f45-training-lindon-lindon-3
vDdZjUsBXDpVd7y4yj1lOQ,inbalance-wellness-and-yoga-orem
PRU2p-r9JL1fAFDW9r2bwg,wasatch-combat-sports-orem
MdVSV1Txh5WWNRCTSsJmMw,the-yoga-shala-orem
qxIWq5OeP6gGeWsqWSwsXw,the-dojo-perrys-martial-arts-orem
LXl-gKw2OR2vElbH4SZOpQ,orem-fitness-center-orem
DWJt6u9AliWNzhEkw0JkDw,mindpose-yoga-lindon
8Vww4KMUuqrmDI4hQO2FUQ,royal-west-martial-arts-lindon
QvHOPKndqkOO-sqKP01uZA,utah-valley-self-defense-lindon
QTvs7YoZKGg6dNCVXwmMYg,club-pilates-pleasant-grove
nlfr-ROmM1A2MCEThkotBA,
IJ8kDCXnFZG8zflbVPfMfA,put-it-up-crossfit-orem
9158TBzKoerDWcT5IgXeLg,passion-fitness-orem
srBKIsTKxK3m5MgYNatTBw,bodhi-yoga-provo
Lgn-mgvngcNOY-D9tM5suQ,the-little-gym-of-orem-orem
kKhYtuAyBorRpPKbNlXuJA,planet-fitness-orem-2
o7pbqiQ2bM3m9ORA_KnkLw,strive-training-and-fitness-orem
uBtvPuLqJuKnYK10RmkM5g,center-stage-performing-arts-pre-school-kindergarten-orem
s9cwE8Vc2QTPf9Gob4fm_A,team-justus-bobby-lawrence-karate-orem
1276kHfbOr2Cfu7ktJ1f_A,train-insane-orem
477TmE-gGd0FvtNTrovbcQ,the-yoga-underground-provo-3
-VxEO4j8tzyf88ZsnCw6qA,anytime-fitness-vineyard-2
Al-VYN-SkQsUMeA7xxTrgg,
SmZ5DE-bhsRzXVZhZhiGlw,
vyY6BsFl3HmEzKbKelp3Gw,westwind-karate-kearns
_ORNd3U1Ul7ep0k1y6cpBw,family-fitness-center-west-valley-city
GyVJK9Sz4mKywUpElOMZbg,west-wind-karate-schools-kearns
6jmqV7vZN-PKV2Dy3MMyGQ,shaolin-arts-of-taylorsville-city-salt-lake-city
2xSoW4e85o28Dej_WBTXdQ,bobby-lawrence-karate-west-valley-city
8WaR-VAmHrqxFsjmxu2bkA,lion-strong-fitness-salt-lake-city-4
lrR7nHfAnmyqKJhRYDe_QQ,vasa-fitness-taylorsville-taylorsville-5
WZQSPiUp5ECpBQN3GgJOXA,eōs-fitness-west-jordan-2
x-djIHBwEuqDsZneTi1A4g,thrive-fitness-west-jordan
giV4UuZi2WcSdClj03Wv6Q,family-tae-kwon-do-west-jordan
685Y5TX2BHZBpzjaqrH_bw,vasa-fitness-west-valley-city-west-valley-city
LD389V3iSnxUd1c80FBKGA,planet-fitness-west-jordan
OfBRQ_YLF5A2UiGqnEQzkA,national-academy-taekwondo-west-jordan
sKVRv3oZVBmlzLSWfsWIbg,stella-fitness-salt-lake-city
69-B0Q_J8TIUCTAv-VnH6A,vasa-fitness-west-valley-west-valley-city-4
ET4AR4TnWCGERPmKRRH94A,andersen-tang-soo-do-academy-west-valley-city-2
YGdA6BVAfAoBOSUfzKSfFg,anytime-fitness-stansbury-park
Klj8V7U4myYkiXLfeeAapg,jin-s-martial-arts-salt-lake-city-2
0eHd8qertf_pqHFoTkHsOw,trumotion-martial-arts-taylorsville
AJXMT1HfHcwdQqb9tbdH2w,saindae-muay-thai-academy-and-fitness-salt-lake-city
8XnowTJYh7ItIWm7KWZV3w,cp-fitness-west-jordan
rTrwqqult-g1spBPmxXAdA,
sqmJ9n79UvMeRMG-Gbm2UA,crane-school-of-highland-dance-salt-lake-city
0bOaVh4yfmvGNydRXx1diw,
F5nHo3ImQ5lHsSdn7usuRg,
drlqdCsi8dVNcr8Dm9GTtw,planet-fitness-west-valley-city-2
RAtuLa1ql3JFFBHRQkMWyQ,
xBOCnjFcVfQ4r8T_09WMKQ,
c_wCxsQppayoGngr1mpESw,
i-olpNbL9Qt7m3whouNhfQ,
R_1ZoKx7om8dXg4c06QKEQ,
MeuML_v-f8wsCMMk3nAr4A,
oax78IQij3iJrQdbl9tj8w,
lCm8N7vIM-rgj9iJ8cZE3Q,
yOi5IgI7hTdgNLJceeY3Qw,
sRadk151Nqn56zFDcf3tEw,gracie-barra-sandy-sandy-2
MTyJXvoFce2Kj2MiJH-CFg,b-hive-yoga-midvale
8nvLLc8Qs37cybyoiHFWHA,cactus-and-tropicals-midvale
X_dfdlUjkTK34pRCjBbkGg,black-flag-strength-and-fitness-sandy
UomVbTZEc1q39Lmg0CxBpg,anytime-fitness-midvale
JMZvUbSKE1kE4Mvp4hxjLQ,rocky-mountain-judo-midvale
eEjt9dZuVErp4la95Mx-xg,momentum-indoor-climbing-cottonwood-heights
MgOWNoxFY0A7TM9do5CGzw,vasa-fitness-sandy-sandy-3
3iB6OerR0EmCiHx9Wgos5Q,sierra-mma-sandy-5
roKi_0acotWVQj0IzXYVPw,eōs-fitness-murray
9ZK_RF9zizv4qt7ODLT14A,ironground-gym-salt-lake-city
S2s5WYf4YdRRR2IWDBC-Eg,ultimate-combat-training-center-holladay
YcDYmaDVa_4ADnzXQ8H1vA,pilates-for-everyone-llc-sandy
DTCMiel7ttIzsoPkr-bnOA,the-exercise-coach-sandy-sandy
BxbL_sSn_ihCuy4wXYP8OQ,iron-allies-fitness-salt-lake-city
3t2o3y8xKzijPIiENuxbEQ,b-hines-in-motion-murray
6A1DIaHmhDkixzKyw0GaxQ,salty-hive-crossfit-salt-lake-city
1--WsMWkbeXvv-ftn1j9HA,chinese-shao-lin-center-salt-lake-city
F663vb20Ww_3wrpzGdMU2Q,life-time-south-jordan-3
2zzd75E5paPzmbDPXbyZCQ,cottonwood-heights-community-recreation-center-cottonwood-heights
Bu9QKy3JMHEqx3RoBg8hew,
mfN9oI-QAJP--R0jn1A-Og,
T-ti7y5rdEKjIklXqqkofQ,
GvzEdqJ25Dq85VCUjPrYeg,
3WHlfW5wMgedyqCe_bAGsg,
WevsjXtcLojJPSsL-lvI7w,wasatch-dance-center-heber-city
4K_ZmWRQfS0bb81yhq8xzA,
TnDfKssZFBLv6J3xP0po0w,
dOwytj8OAhdskC-HF7GSSA,
crEiCRXr-iBp5jK4IHP0HA,
resP3rCPyHDeVQDRlctRYw,
uYM6_iHZFUp0mu6NZyhTgg,
aYKYlAKlT_ZPe90cSt6u-Q,
ADWqoBHveW1ZD0H6cjLT4w,
gxK5OnkzHfWx3cpKdBMJrQ,
85-Ssyjg-7rPOU1KnElOJg,
eEUV7WTTgppmvd9xHzQt6A,
WGObQxXRjM94saham11mxA,ute-crossfit-salt-lake-city-6
UKrYF8zCRlBL1wK8L3-dMA,corepower-yoga-salt-lake-city-4
2EO8rPhIXjw3SGfaRUkVqQ,
nz1yt19QI3-8hOwu2nx9eQ,the-gym-salt-lake-city-3
7uoz92hWRs_uXOTDVP7R5g,
6N9ZsD_BKvRuZw5lTxdKVg,
6hjz8Kzl5SL84Lj8-vEVig,
8Q0mclFNj_x2e_duYgkM6Q,revolution-athletics-north-salt-lake
dM3ZC2IenRohdTM-76QMHg,yoga-and-beer-youre-in-the-clear-salt-lake-city
pDDU3qy5FRaTEqhIrWLR7Q,the-pilates-approach-salt-lake-city
CJ_T9J-4AhIxyVS94lZmUA,
HZM1Dnu3MNl1iMwV6nQ5yw,
PMoFkN8LQk3_9-AxK5v-cQ,
Rm4l8UWZhtty_xJgdCSFAA,massage-and-fitness-studio-park-city
HX6vBR0pnz719M646XWlLA,viking-crossfit-orem
F6AbOKrlY8OfrM1lBqaK5w,total-glow-pilates-and-yoga-orem
3JgYAhFWtWvbFPrKOFAYJA,amys-martial-arts-orem
uoFaMl8lNl1Yo5NW7mfdJA,
JH5TR4_dLaLu1COK9O20BQ,burn-boot-camp-orem-orem
-MvBi6YGLZw47W1eGq8sXA,vasa-fitness-orem-university-orem
LWuZcom6EtMUvMLW5HjsRA,bobby-lawrence-karate-orem-3
HKn9E2PadLdpcVN2XIBezw,xyz-fitness-orem
Ik-9qYgK91GyAd6R9u90Pw,jiu-jitsu-utah-orem
MZAgIG2EkPSzKPmoS2LHKQ,innsaei-orem-2
IIyJn89yledA0AlsFEhAfg,vasa-fitness-orem-orem
cwQoHj9XDTtE35P8-1UnHg,fight-or-flight-defensive-tactics-and-nutrition-orem
mNovTiJdN9GGPOa4mcbaXQ,
tsFqcRUe8KkOhpUAkjDNSQ,orangetheory-fitness-provo-orem-orem
me9-GfnI6zx6QtkkP34_qw,mayweather-boxing-fitness-orem-2
XHVhsMHzDbh5r0Im1w646g,
MnWugy4K5EvISmJVFSfUvQ,bushi-kai-action-academy-orem
YuZinUI2ATHw_bsUQmUhZg,
F7EBYKgRmAm5Ys4ouSJKxw,planet-fitness-provo
bE-9apQnHo1k8HpuBtGrLQ,
JiE3gw9Tn1d3VtpoHVX9Ng,hotworx-orem
JRTRxPNRTSv8MSyd8vc1OA,
RsYD2HPhzLI46IV9GEttOg,
39ZcEVYWg8g9aQKFl_P_wQ,
JBNsPkFeT4tFDxy5z7R5TQ,
JXfzXZXZp0Tgqv5weFUwVA,
mecNynXf_3gE88V5QYNrjA,
3zpvt4cuZkZzTCjvDK7OXw,
FO9LAxsspnDpUlwaUZA6gA,hotworx-park-city
-djCEDT65FDzbZQw2gW72w,
7DpSKId5SLbmIaxVjuUySA,
s8q8KpWIt2dYweCUFQ9LuQ,
Dv7ineG8GkJHXXdF0Ao6kg,
7OhuAt7gklUkS8RWrdYghw,
xZWQDtA7sKuhPebecZoJaw,
CXTPsRL0QupAtTR5cw6oxA,
1-lWh5FzQZZjXdc-4TX6Og,
syNjGzI9dI6Jx5Xxuw662g,
U8FYmcS0pjMQSDoY9_hIRA,atomic-pilates-and-chiropractic-bluffdale
FWeTdGy1Zw5pe_MM2XkI-g,first-bjj-riverton-riverton
eq8Xe3BjBEb35PyI1KC18g,tougher-personal-training-price-3
1z-Epu-YOojY1Y3gZecG_w,tca-academy-of-martial-arts-roosevelt
0kkvx1iEdfuNhQLGhXZGkQ,warriors-warehouse-gym-vernal
XAQ078K8zHqRfOmCf6entQ,ufitness-roosevelt-2
RExbadV6HkH46gxGykI8KQ,raptor-martial-arts-and-self-defense-price
Znf5UVOsTLMug7jAaqIzKQ,anytime-fitness-vernal
BcLibw5j3DZrE6E7w1fd6A,
pafVoh1tUSkFh7FXVjo3ng,
UtziOdA-zQX5MSwZTSNnww,vernal-fitness-and-nutrition-vernal-3
cUtrI_qgTF5rkdFmDqRRcQ,namaste-healing-vernal
d_kdVdxcUZW0r6-vmOToGw,uintah-basin-piyo-vernal-2
O5crbMMufBVE4ANmi0deAA,
DdjZ0J5sBmwY6rk-Ykbf_w,ceu-bdac-price
C7RUJfyiMuBepqul8HbjxQ,
zu8qmIU9fJie7DYnULGJ_Q,
8euTu0EvsMRp5d2T6tbLhA,
nDJHQ_ihJUVf64oQVawT1Q,
NFm4WTKLrK8bnsx8DtvOYA,
rtCSl5gpq7lNx-g6eDcA-Q,
-n8WhWqiG0Do_Y07CoJ3Rw,
l4OZdOhlDLd9O-OyQn2j5A,
jGNTqYNcoWbdrtpE0yMLcw,
B6wOH0a-hJSlXJdlzJOBEA,
mz4x79PqUnnnSaPF4e7_kQ,lady-fitness-west-haven
NqIzNrKXAl30GDN-KPUR5w,kims-academy-of-roy-roy
IFsNpfJ4Cu2jO1TWJ19-pA,
zmVQCF2CfEK2V23a0MpAWA,
ePT_kqjdcCrW2o2kI6mv1Q,
oQ09_2x2MbgQOTLEazsEUg,
YxlwjMIQJMOicsEsE07amQ,northern-star-bounders-west-haven
E-cYoIRwtlg7bCGmr9QCuw,training-for-warriors-ogden-south-ogden
DscjdwiBpucGFTswMdJ2Sw,kratos-fitness-and-performance-group-ogden
4QnCLnzAS8jHOH9pEQHXOQ,
yigPMXV6FwDfZ2B3cq2YgA,salomon-center-ogden
OAdO7NctEZ_2zslkcJ58Vw,
d1Q2hrpXEb3h6cXjPIXBew,mp-usa-ogden-2
GAnywCaQRcxeEQyeGhrKGQ,
LX16sRowV6ZkMD8zrcDAIg,
tpQkyr9epYmPlT4M8HgkDw,brookes-innovative-services-ogden
Fi7S8YgsHaSDbeYiF_NDIQ,ninja-warehouse-ogden
foKhpLtMyczgLZgVX_xzsQ,
w0PHE2q1n5371H5rkyqxBg,planet-fitness-ogden-4
cXG8qG9MsnK6XKTHlkBZ5A,
n_fP2rPbvKFFdem8GrkRIQ,
xXao7l6AlaYvWlJOfPTf6w,
rC56M0TcAPzgazyxQquyQA,irock-climbing-wall-ogden
2sp3uqYlw9Xa_0mfGAqHcg,the-refinery-gym-sandy
rUVt3rNKdsRS00kZ6DI8eA,amplified-fitness-sandy-3
ciB4Ftw1o8vfGJd8cxatPw,freedom-fitness-boot-camp-sandy
CSftVP0Yd5dVGMc6OtCmpg,us-taekwondo-sandy
OfXCjwIX9tOUiRwFwVZefQ,eclectic-wellness-sandy
Ox62cSG4ZmrtLOEf_JP3Bw,hidden-valley-mixed-martial-arts-sandy
ZZppFsyHkaAc1ipKI6HgGw,unified-krav-maga-sandy
CcnfpHtTgnXvq1VOUXI7gA,bobby-lawrence-karate-sandy
nPenHlkKoqORk75ATAXY0A,club-pilates-sandy-3
GEORDxp0T9h5jFpT43k5Jg,koko-fit-club-sandy
vliexWPpZuBcrbHuRQZKTA,
Jya0MrfpTuLFaw0pm74i0Q,impact-martial-arts-west-jordan
aWyAUDzdQgKYdUiJsKz4jQ,dialed-in-fitness-sandy
-VmnLddzTnWpwWFrGYEWQg,red-tree-yoga-studio-tooele
UXfbvSJkBCKyhB3UQOr4oQ,vasa-fitness-tooele-tooele-4
j3oBo69xuSFOlBn-u8pDMg,
XvZ9EG7JJuwG2CrSSPh85g,
oD0VL1dOrhqe9xgShLBVNw,
A3zE1flneJGdJPjk2jU0Iw,anytime-fitness-tooele-2
3MJ-hm5QMcOQxd75-h7kgg,
JHhe1kFWKlnHdvRJmBFc2w,
4rIsKBQ2Q-naRzgliVmrhQ,
dcLTi_KJjmQgg_UkFIZX3Q,
6x_5SAyNOSj0gaGVQ2TAKg,
-fPEXrViy2HrADU3I-1ceQ,
2o3FxGyfs27sCaugR94IQg,
8iHNPyAYvduetc_xTaRBvQ,
1ncZMNkihm-GTZzS-SgT7A,elite-skills-academy-syracuse
LxsJbLbigOkanul2LtnEjw,snap-fitness-syracuse
VjV-__gKkXnCGV8p3Hy19A,athletic-republic-west-jordan-west-jordan
RUbkQHE70MbZpmraQAy9KA,
1feZGGrJGRVEjtMB9FuhZQ,
oA8l3I3m79Fq75J_oLOmAA,vasa-fitness-west-jordan-west-jordan-5
6bRL2Lk2u1n6qNDDS-Az2w,
gBjN_izjgFjxsH3GcdkB8g,tony-martinez-sr-kenpo-karate-taylorsville
_W7wZGfDgpMl5ZfMfbHjmw,gracie-barra-west-jordan-west-jordan
_mjE0cDyGtdInrOwZq5gNA,planet-fitness-taylorsville
CMRPwjuszYXeNlaBxIatCg,massage-by-miloh-salt-lake-city
lnZDrk4rkIhX8bGbjbxQ3Q,rising-phoenix-massage-and-wellness-west-jordan
MzA-vYauIlllgiZmXo9-6Q,just-relax-in-motion-west-jordan-2
hFuiPj1At24fhM_Gqjpbtg,woven-heart-millcreek
TmlI0PFaX0mq541y9qKtzg,twin-tigers-tae-kwon-do-utah-west-jordan-2
w3QyHNGyyR0oHVI74jdxlw,
y_tU5Zyaysa9yigVfc5Q9A,
LWYPxh4SdImhIjJ1d9MkpQ,
pSUynKiIvQKWyTXpdM3Lwg,
q9-DE0f_rqnQyQ7i_sukJQ,
Cnhl7OQzFGDWoB0HOMPV2g,
bhaApdCTo2OwJdmCllcNjg,
-SC6IMx8rPVrFvZxuwedUQ,
d6QBZj31LWX33HEDpm6spg,f45-training-sandy-sandy
sDSCzXetkaX8per7tOUOZg,leverage-fitness-solutions-cottonwood-heights
jUAwfWxnGmQt7mv-OpbjPA,tiger-rock-martial-arts-sandy
xoCASF7UeKcZpomcuu2-3Q,fitness-together-cottonwood-heights-cottonwood-heights
lnt4MtebpCVv7WH_0KuxKQ,intermountain-pilates-training-center-salt-lake-city
J4yZ88RQPyOTvpGTq-0TLw,echo-martial-arts-holladay
0Okl2Kts-wzaAnTC70EvmA,temple-mma-salt-lake-city
tXajD3HnY0BeyKyxU4G3YA,pilates-by-robyn-sandy
H6xhlmBobj9Tx6JA9g6Epg,studio-core-pilates-draper
dhzVfrpmDXt1L5B9Jcf8tw,master-seungs-world-class-taekwondo-draper
85VfsxmZKJg1MaExjgJtpQ,eōs-fitness-sandy-3
9IT242SUVHNFlaaoLkS4Iw,
FBwXLQpdzA0tF6Ql09zmmA,stretch-zone-cottonwood-heights
uCj3U1d_c9-RZZDpU-FaIg,ima-utah-karate-cottonwood-heights
hpdTdAVzlklUnpPU11yKHw,curves-salt-lake-city-6
F3gDFEJOrnvPHXMJXGJUDw,
jPrZn8dBoYEjwwqM8uF1YA,revival-equine-sandy
KAcnWYxioz8rouxeSd7Vkw,
I0zJ94xuIUVlRUjzipHddA,laionebuilt-fitness-herriman
ruaYd6xXcPo6hPD2w8hFgw,
A8felsiSkGLMlDPtM93fXQ,the-academy-farmgate-salt-lake-city
MTo8gBl9BDBaSTJJDb8TZg,
q9_c0x2rhiBK_O7gkidkDg,kmr-self-defense-and-fitness-riverton
pMzOVyRXTJNVglB7gONMcg,orangetheory-fitness-herriman-riverton-2
zHOE474MdIV5rks1i5rIzA,skol-crossfit-riverton-2
SWG-idXstxZnScX_alVvgA,hotworx-riverton-riverton
I18RU1CfqAgniCoMCSrdtw,anytime-fitness-riverton
JIoBsLYP4jzEfTK_wSu3lQ,leantrition-provo-3
WXXZDZXEDKHaZKSsarPHYA,eōs-fitness-orem
p9kpiB9WZdOtdbILYrqP1w,
RQgdeef_0-OrftrPY2EzqA,cates-premium-coaching-orem
rMdWtYpIrhSdLMjxv0NUgQ,crossfit-vitruvius-provo
RTOt7Hulx5DlH8Y9xChPiA,
tyrjmKDNiR4Yt4u2nrNq3A,stretch-zone-orem
ruSbE41LCWs0bs1nd18otA,f45-training-south-orem-orem
znNwDJ_Dk7gPD3I6I6Xr0A,
_1gazo6SirwVYGLgvFjZ_w,
4AWD2D5uyCyaA9QI5CkwAA,
CTRE1jvV7WNPQ3FIgcYb8g,
O9Pq9G3CkD9WLqqI-6E74w,
ToK_SWRZqTIkFjF6en6zJA,
__-pljjcA05-AmChWEZzJQ,
JkkCEa-SL55hxlCOIY8W0Q,
M8ws946qxh_nibnyyFmHLA,red-lotus-school-of-movement-salt-lake-city
MhNiwwsygyT-HdZKzAEdJA,irockfitness-salt-lake-city-2
6956jJTl5vCfsLt_gnJijQ,encompass-wellness-online-studio-salt-lake-city
hNjI1fu3bsaZquYZp4IiUw,slt-gym-salt-lake-city
HV_d5ZFKrTZwSu-Q6WZqaA,tune-in-mindfulness-salt-lake-city
YG1-wS2dPbsGD2e2GKZpGQ,the-block-salt-lake-city-2
W1eZ2HvRMk2ZMI6i2Smpag,body-by-banks-salt-lake-city
YgXPt9cyY47b1EMqJOX1ew,bodyrok-salt-lake-city
iLYo22_wTO3bzzbvNFjT7A,chvrch-cycle-salt-lake-city-2
lVCgEKF8L0K8V4BWgCNNvw,zenbei-judo-team-salt-lake-city-2
cC_zvJ0gCnqkJCXtfYDWAw,eōs-fitness-salt-lake-city-3
f9HN9TEXYMNScQQa_8U26Q,the-pit-slc-salt-lake-city
cyIjtyJGQr0MV-AiL9ryFA,
xIlcZ3_V1JvXSOmTZQo46w,enter-zen-here-salt-lake-city
WiQTbB2eVRyO0OHcXD6sPA,bodybar-pilates-salt-lake-city
qfy6iX_r5PFweQpggod3lw,contact-combat-slc-salt-lake-city-3
bkwPlS6WO2PfrlnBiBqnKw,
MpLRhxr0RnFDd3P8VgDrDA,gracie-jiu-jitsu-salt-lake-city-salt-lake-city
DSa5GGZB8QUSFJ1XYlpb5A,
JEP38fI8Ciav4aEGR0Yk2A,hardline-performance-salt-lake-city
EefqXdiDciab5mgyTx11Xg,barrys-salt-lake-city
vshpaAYhBV0S_59xGNYTQA,
26pxx_HaZj2ZjjNeviWMBQ,the-point-pilates-salt-lake-city-2
pwqyGLhPnkF-_houE6LLhg,universal-swell-salt-lake-city
00Vsn_qYSZOgRaDhJp6BpQ,eōs-fitness-salt-lake-city-2
Ae22KjIuE-Fx92kJjl1K7Q,f45-training-400-south-salt-lake-city
v9T_lpGHCTasz5_UGxtF-w,orangetheory-fitness-sugar-house-salt-lake-city
quNIUDglqKfmfxaoCwHPxg,anytime-fitness-salt-lake-city
Dg9LAevMGsjfXj9gGGMCzA,
mGwoNG72R_CtCsCaMB-Mtg,hotworx-salt-lake-city-salt-lake-city-4
FqYvAqhTKkqXb6SK1s3dAg,pinnacle-performance-salt-lake-city
YraunqNoi1Rb6eeoxA7TOA,fairmont-aquatic-center-salt-lake-city
5ZvEalJGb7VCe-0rHAwnIA,arrichion-hot-yoga-salt-lake-city-salt-lake-city
RmuwaCx1d4a05ZUksY08Nw,bodywise-fitness-salt-lake-city
0hhn30cI72QnBW5INhIc8A,the-point-pilates-salt-lake-city
daxgrqrblS54CkJlSSkVLw,master-lus-health-center-salt-lake-city-4
LE7z99ZhrON727fB4NJIZQ,butler-pro-gym-south-salt-lake
McSJqJ5USCcOM5Ojs313gQ,212-fitness-salt-lake-city-2
c0EtgOfAz_owti3v20HQOg,continuum-mind-body-collaborative-salt-lake-city-2
gXttDyv3blkOAsMaKBhU_w,age-performance-salt-lake-city
C4Wme8iju3PAYfJuwCgVbw,live-and-evolve-salt-lake-city
ELxIjV5wtm3i0UsjBqFqoQ,boxing-is-for-girls-salt-lake-city
-fNntPBm8Jz3eTz0tu1sxg,the-little-wellness-place-salt-lake-city
DdwvK9wm9XBJKrnwDnabsw,
NjqMs5rwmcNar2Ilh3NuNA,epic-fitness-salt-lake-city
uoGQ-l6VS2IvBxQ0q2Jwgw,btone-fitness-brickyard-millcreek-3
91qnjrMNAZnyWwj6S2etOQ,tidal-yoga-salt-lake-city
4eKKuk9qEmINX6w5kVXpLg,vasa-fitness-brickyard-salt-lake-city-6
DV2KFKNMFPYAj56Ai_piKw,club-pilates-salt-lake-city
ODA_O35dHK5cqKTwnH3I7g,salt-lake-tennis-and-health-club-salt-lake-city
12Tr2xvXHKO1oSWj-3CLbw,brickyard-boxing-and-conditioning-salt-lake-city
fFNBtTf1EImtXALpuSmNUQ,planet-fitness-salt-lake-city-7
b_lOsP_6V-HNAu9TMsDNKQ,muv-better-pilates-and-training-salt-lake-city-2
ubN6_LENy2C8bKsWa-prVA,modusfit-salt-lake-city
GuqbuQ-TMwIavEuXOxRtoQ,the-winner-school-salt-lake-city
_rxfDHwVYUd0LZlxSFmRvA,master-kwons-world-class-after-school-salt-lake-city
rjYp4LaGI_o9DAQhXTaMjQ,
K9iW3wmjhdSwexFd0nE6FA,united-studios-of-self-defense-salt-lake-city-millcreek
1nZd_8OrKN3eJPTp2I_vkQ,rumble-boxing-murray-2
pM7SMu8UihADoWfItvMDTA,kiai-martial-arts-salt-lake-city
ajPnUnidLIXpY8ch5Yeg3w,hell-s-gate-gym-murray-2
g4dPQBW1dMSqi7eS3Y8AsQ,the-sports-mall-salt-lake-city
HsDDxlHNy65BuMKzTzc5Xg,planet-fitness-murray
4c_VG_w-g4kCrB8lWoCuHQ,pure-workout-murray
PhPlAQYA2tpsvBJ1hGRB4g,okinawa-karate-do-center-salt-lake-city
KINoCtqaCrgKNcgLel0wpg,the-studio-at-cutting-edge-murray
mtnEHOns_2Rq8zSUOTL-IA,
m3SzA-5mTyP6vR5-YZTJ5w,crossfit-emc-millcreek
71bTrgLF5EWpX7GkWjPjMA,physiofit-rx-salt-lake-city-3
INp3v7QG42jbfAqBP6Rpbg,core-body-pilates-salt-lake-city
vHolSRCIMF5_a0g5QG3y8Q,olio-mind-studio-salt-lake-city
FmAbg1nq1zPexDUSB2acbg,kg-strength-and-recovery-salt-lake-city
sK_HYVf8f4eK_Ih-WffDhw,method-pilates-millcreek
hW-G79hWuorzATa1a8NKCQ,hotworx-millcreek-2
YdQ-lQR-7C26J-gZBUCnZw,crossfit-spearhead-salt-lake-city-2
9bLmErgP1REN3au3mSQfsw,drive-personal-performance-center-salt-lake-city
zGpoQ81ugYcQ3yROwQeD5Q,yolo-pilates-salt-lake-city-2
uZezUxxGZQLr0-jH2rfb4w,holladay-health-and-fitness-salt-lake-city
8pWWFMqBD0RhiSEuww3-Og,kims-academy-of-taekwondo-salt-lake-city
RLVV-YkqQ0Rx-PYaMc3ATQ,rolf-structural-integration-salt-lake-salt-lake-city
VUu3axNMOMu-pfu0V3o2Vw,
B7yUhqGQBGdehUx5-6gPBA,
5a2sV_mrJyatCg_uGI2HAA,
UxXA5nZeWsx9BbC9N2pVRg,planet-fitness-salt-lake-city-6
eqIAS8FSwtkp-SwMEVWZcg,
P4LErcivWmVgUL5ONgFaag,rev-physical-therapy-salt-lake-city-2
fvxMIDK-4INiYAYe54l4mw,strength-elevated-coaching-salt-lake-city
aLakA2vG5kEmXQeCSmPJUg,twisted-trunk-millcreek
64t3HwSLEHLZHhUiT33Ikg,
1NCUIdSC_aB15B_VnJG1bg,body-temple-athletics-s-salt-lake-city
jplXtZRpv2DRlAeO0sLKBg,full-circle-yoga-and-therapy-salt-lake-city
S1IJGnp0owQEgj57ltpi2g,mindful-and-embodied-salt-lake-city
sn9wIlf_x2-EfDILiO6T2Q,warrior-strength-south-salt-lake
Z0RlVqE519hgmO8UDz4-ng,harmony-institute-salt-lake-city
Lrs-KuzVH6biyX0yKN59ww,
rd-mf0OulZx5Dm_ngSS7_A,alloy-personal-training-salt-lake-city
Uj1zyG78mtvablSwQCXkRQ,vasa-fitness-murray-van-winkle-salt-lake-city
qrsTL9Z7t6jb5ElV8bmiqA,continuum-salt-lake-city-2
sQ0X8UPgAoDPSR-sHvObPQ,peak-45-holladay
_hzc6Qfk0G2vxfuQDuHpng,good-vibes-dance-studio-salt-lake-city
UW85q0kYXw1ImGRtdUl7Mg,
WjuZiIviORNl9qfYC9VX3A,excell-fitlife-west-valley-city
ZCxN8a4wksY_GWdeQhSvZQ,higher-living-health-and-wellness-taylorsville
vSTDyXaGV_2IIo-V4d-38g,yoga-space-salt-lake-city
HYpj0w6UrEKTpGNSDS8Fdg,
c0rypxtnoI3efuswilkRZg,
I2__ohVUhuzKDhzQiNAoSw,
FfieLbg9u97rjiRWoC0ibA,
HzJTLFW6anZKJGr9-tB7Hw,
Ch0QqeIkkXy9HKjUzC49uQ,
Xp-3X7wZvNfgjmqlAioeKQ,
Q4rEL8T4QrNxTuLZ7zl-ZQ,
LOw7yzNv_jv4jN44gxBI4w,
znooHt343QsvcKAQvERL9w,
z9Fw61tU2W74l6A-xQ1N8g,bigger-faster-stronger-salt-lake-city
c_GglLnIGIaSfrLjsOyrjQ,
4a7dyBsYKT2T_RYomiIq5g,
am1ODG9YjgKTQPaYaMAclA,
2NfUbFt5319Jxwl_iVEDkQ,
w2PbIUs2tFJWS5tLmjyZ2Q,
BywznA0C3CoTEnlnCQV0bg,eōs-fitness-taylorsville
XApAqi5jA1cUTMnSLPLKIQ,hotworx-taylorsville-ut-crossroads-taylorsville-3
guWjZ2vr2Sv3qJ1JbDK70w,peak-pursuit-performance-and-rehab-taylorsville
wbvQ0VGfWYtr82RK2uXzrA,beehive-fitness-brigham-city
AtZpwGb7MMX8InW6mQYTbA,physiques-finest-brigham-city
HDej-50N3Pk1s4a0bZF5Sg,curves-brigham-city-2
x27uzrcRHRbIokFtiAok2w,
TWKu3y9s8XaICpqd-ygUdQ,
kYDkkCNqFeKR8_LfKc3w9w,
fahaiB1HmWl63KniPCBGIQ,
lkg8vashCco092W0QCmRXQ,
PoTfsDZTYcSgoItxVRxRJg,
