name,zip_code,latitude,longitude,rating,review_count,category,has_online_services,distance,total_pop,median_income,bachelors_degrees,median_age,pct_bachelors
Black Box Pilates,84124,40.68164576288955,-111.84296590329252,0.0,0,pilates,0,11012.073444120488,22992.0,117500.0,5135.0,39.8,22.333855254001392
Custom FITness One on One,84115,40.7075691,-111.8998871,0.0,0,healthtrainers,0,976.5900575144905,28411.0,61505.0,4155.0,33.9,14.62461722572243
Golden Tae Kwondo,84115,40.704475,-111.888725,0.0,0,gyms,0,1237.737145596471,28411.0,61505.0,4155.0,33.9,14.62461722572243
Pace Academy Taekwondo,84115,40.69881028798825,-111.8833018,0.0,0,taekwondo,0,2013.3185229511532,28411.0,61505.0,4155.0,33.9,14.62461722572243
SLC Muay Thai,84115,40.69844,-111.88525,0.0,0,gyms,0,1981.0048280069796,28411.0,61505.0,4155.0,33.9,14.62461722572243
Beyond Fitness,84117,40.6503656,-111.8493216,0.0,0,gyms,0,1525.8692721000639,24873.0,87451.0,5831.0,41.1,23.443090901781048
The Goalden Way,84119,40.71477,-111.92293,0.0,0,healthcoach,0,2371.5155903201567,50745.0,66616.0,3943.0,28.8,7.770223667356389
The Maximus Gym,84107,40.67268895230406,-111.89847101852376,0.0,0,gyms,0,8870.995280640986,37548.0,73469.0,6241.0,35.0,16.621391285820817
Dynamic Tae Kwon DO,84123,40.68652,-111.9069,0.0,0,taekwondo,0,7765.466399600454,36913.0,80079.0,5192.0,34.3,14.065505377509279
Hugger-Mugger Yoga Products,84123,40.68591,-111.90413,0.0,0,yoga,0,8031.560285693483,36913.0,80079.0,5192.0,34.3,14.065505377509279
Scientific Health Products,84107,40.6372051,-111.8992003,0.0,0,nutritionists,0,10769.197929246442,37548.0,73469.0,6241.0,35.0,16.621391285820817
Strong Bodybuilding Coaching,84123,40.658803,-111.921622,0.0,0,healthtrainers,0,7853.676641503224,36913.0,80079.0,5192.0,34.3,14.065505377509279
Curves,84302,41.49346,-112.01705,1.0,1,gyms,0,5823.6807290443385,26711.0,75247.0,3618.0,34.3,13.544981468308936
A Wellness Center,84302,41.5239685,-112.0157245,0.0,0,gyms,0,3213.8524731922307,26711.0,75247.0,3618.0,34.3,13.544981468308936
Jazzercise,84302,41.4982,-112.0169437,0.0,0,cardioclasses,0,5360.832153236488,26711.0,75247.0,3618.0,34.3,13.544981468308936
The Uplift Movement Studio,84302,41.45821650501835,-112.037111,0.0,0,yoga,0,9180.941127000047,26711.0,75247.0,3618.0,34.3,13.544981468308936
Randy Hill Fitness,84302,41.51046,-112.01336,0.0,0,healthtrainers,0,8880.177289385336,26711.0,75247.0,3618.0,34.3,13.544981468308936
Fitness Quarter,84302,41.49657,-112.01548,0.0,0,gyms,0,5581.5131825605395,26711.0,75247.0,3618.0,34.3,13.544981468308936
"HOTWORX - North Logan, UT",84341,41.76209,-111.83429,0.0,0,yoga,0,14972.38002092781,25791.0,64045.0,3239.0,25.6,12.558644488387422
Deborah's Coaching,84414,41.30718167,-111.97091167,0.0,0,lifecoach,0,57100.80534382136,33288.0,108345.0,5251.0,33.3,15.774453256428744
Evo Training Center,84341,41.78164,-111.8396,0.0,0,battingcages,0,13753.654686398884,25791.0,64045.0,3239.0,25.6,12.558644488387422
Bear River Tai Chi Chuan Society,84335,41.83617,-111.82664,0.0,0,martialarts,0,14255.620990684884,16278.0,90774.0,2510.0,28.2,15.419584715567023
Master Evans Martial Arts & Family Fitness,84341,41.69996111769597,-111.84862238872718,0.0,0,martialarts,0,18171.19812415343,25791.0,64045.0,3239.0,25.6,12.558644488387422
Spring Creek Fitness,84335,41.8274307250977,-111.833404541016,0.0,0,gyms,0,13611.149029453269,16278.0,90774.0,2510.0,28.2,15.419584715567023
Cache Valley Martial Arts and Fitness,84321,41.74473709999999,-111.85812399601689,0.0,0,boxing,0,14255.686919552934,49811.0,66262.0,5814.0,23.8,11.672120615928208
Hit It Hard,84319,41.638698171269155,-111.85422230511904,0.0,0,gyms,0,23393.04969928866,10490.0,86103.0,1350.0,29.3,12.869399428026693
The Gym,83263,42.09659,-111.87586,0.0,0,intervaltraininggyms,0,32362.783486819593,,,,,
Haley Hoopes,84321,41.74884,-111.81685,0.0,0,healthtrainers,0,16925.260122730255,49811.0,66262.0,5814.0,23.8,11.672120615928208
American Falls Taekwondo,83211,42.7842654,-112.8550448,5.0,1,martialarts,0,114784.11372943685,,,,,
MDL Master Swing Trainer,84335,41.834954470396,-111.832789778709,0.0,0,healthtrainers,0,18287.352965727645,16278.0,90774.0,2510.0,28.2,15.419584715567023
Parks & Recreation Department,84335,41.8240749,-111.8256454,0.0,0,gyms,0,19581.56823039679,16278.0,90774.0,2510.0,28.2,15.419584715567023
School of Natural Learning,84335,41.83617,-111.82664,0.0,0,martialarts,0,18531.913425269726,16278.0,90774.0,2510.0,28.2,15.419584715567023
Will Harris Q Fit Training Zone,84414,41.29436236576854,-111.96761732709032,0.0,0,healthtrainers,0,12066.006291824642,33288.0,108345.0,5251.0,33.3,15.774453256428744
The Cannery Center,84414,41.2947700965411,-111.969135019372,0.0,0,massage,0,12166.416841567718,33288.0,108345.0,5251.0,33.3,15.774453256428744
Altitude Fitness and Health,84414,41.30585,-111.96482,0.0,0,nutritionists,0,11007.112726583211,33288.0,108345.0,5251.0,33.3,15.774453256428744
The Studio,84341,41.76165149217423,-111.83815767156274,0.0,0,intervaltraininggyms,0,23769.867590672202,25791.0,64045.0,3239.0,25.6,12.558644488387422
Studio G,83301,42.5570008388052,-114.471507245013,5.0,6,yoga,0,108234.51552932062,,,,,
XrossWay Fitness Center,83341,42.530576,-114.357931,4.5,2,gyms,0,101802.71067577838,,,,,
W Fitness,83301,42.566516,-114.464831,5.0,1,healthtrainers,0,108954.25863286592,,,,,
The Pack Crossfit,83301,42.5398873098914,-114.438145860327,5.0,3,gyms,0,105346.48614097261,,,,,
Twin Falls Martial Arts,83301,42.55742461185439,-114.47196629459933,5.0,2,martialarts,0,108293.2915175945,,,,,
Gemstone Climbing Center,83301,42.5529,-114.4729,3.6,5,climbing,0,107908.98250717603,,,,,
Low's Martial Arts Academy,83301,42.55182,-114.44364,5.0,1,martialarts,0,106729.79943464909,,,,,
Golds Gym,83301,42.5883926,-114.4657505,2.9,9,gyms,0,111190.94981098325,,,,,
Anytime Fitness,83301,42.57218,-114.45975,3.3,10,gyms,0,109268.74974608375,,,,,
Planet Fitness,83301,42.59282644281204,-114.4665709092274,3.0,17,gyms,0,111666.92277280045,,,,,
YMCA of Twin Falls,83301,42.5563850402832,-114.451347351074,1.5,4,gyms,0,107480.18595090661,,,,,
Impact Athletic,83318,42.5332099,-113.77999,2.1,7,gyms,0,95580.04915085525,,,,,
Grind Eat Sleep... Repeat,83301,42.55376162270417,-114.47829197929492,0.0,0,healthtrainers,0,108153.46853479417,,,,,
ISA Martial Arts,83301,42.557358,-114.47156,0.0,0,martialarts,0,108263.38156718556,,,,,
Biz X No Ads Test Account- Lily,89823,41.05583,-115.17109,0.0,0,healthcoach,0,126518.70426974236,,,,,
YMCA,83301,42.592582,-114.448173,2.0,1,gyms,0,111022.18105751436,,,,,
Fit 1,83301,42.56299711829037,-114.4328215,0.0,0,gyms,0,107505.63460747206,,,,,
"HOTWORX - Twin Falls, ID",83301,42.588782,-114.480366,0.0,0,yoga,0,111742.62786737592,,,,,
Race Fit Training & Supplements,83316,42.59845396136008,-114.75957616911631,0.0,0,vitaminssupplements,0,124160.01416780197,,,,,
Ground Zero Strength,83301,42.5776255,-114.4638436,0.0,0,gyms,0,110038.82866453241,,,,,
Higher Level Nutrition,83350,42.6150398254395,-113.674858093262,0.0,0,nutritionists,0,106231.04923096579,,,,,
Success Martial Arts,83301,42.552483,-114.465117,0.0,0,karate,0,107554.98301506577,,,,,
Anytime Fitness,84029,40.5999441,-112.4562759,0.0,0,healthtrainers,0,170550.35320510122,14159.0,97330.0,1338.0,30.1,9.44981990253549
Hive Hot Yoga,83301,42.57641245613427,-114.4587067,0.0,0,yoga,0,109739.7417107063,,,,,
Legacy Fitness,83347,42.60540094840691,-113.77069717116396,0.0,0,gyms,0,103628.35386191873,,,,,
Core Cycle,83301,42.58803756573885,-114.4813621286808,0.0,0,cyclingclasses,0,111696.2490597079,,,,,
The Cage Martial Arts Academy,83318,42.55113205548632,-113.7938928,0.0,0,martialarts,0,97432.10261409776,,,,,
Project Body Bootcamp,83301,42.569247,-114.459323,0.0,0,healthtrainers,0,109037.96792225546,,,,,
Twin Falls Shotokan,,42.5559,-114.46025,0.0,0,martialarts,0,107929.80948793452,,,,,
Kimberly Jazzercise,83341,42.5346028,-114.3634974,0.0,0,healthtrainers,0,102384.69830089294,,,,,
Team Iron Physiques,83318,42.5379,-113.792868,0.0,0,healthtrainers,0,95975.6866162662,,,,,
Snake River Kajukenbo,83301,42.56342,-114.43741,0.0,0,martialarts,0,107713.9716417387,,,,,
Adaptivefitness.training,83301,42.5815334,-114.4727551,0.0,0,healthtrainers,0,110741.4446566827,,,,,
Diversified Martial Arts,83301,42.548202,-114.457847,0.0,0,martialarts,0,106871.83821304626,,,,,
Lopez Personal Fitness,83318,42.53709369537761,-113.79430715954636,0.0,0,healthtrainers,0,95875.02769104287,,,,,
The Sweet Spot,83301,42.54003467,-114.43811467,0.0,0,healthtrainers,0,105338.90612104318,,,,,
Phern's Yoga,83301,42.352902,-114.58382,0.0,0,yoga,0,93586.29337268237,,,,,
K Town Fitness,83341,42.5330841780708,-114.364984855056,0.0,0,gyms,0,102273.35617253446,,,,,
Kimberly Fitness Center,83301,42.555481,-114.4693307,0.0,0,gyms,0,108008.47171853142,,,,,
Grantsville Taekwondo,84029,40.6000649,-112.4673897,0.0,0,taekwondo,0,169997.03298635,14159.0,97330.0,1338.0,30.1,9.44981990253549
Jerome Martial Art Academy,83338,42.72428,-114.51641,0.0,0,martialarts,0,126673.03835032368,,,,,
KD Fitness,83338,42.72462,-114.51494,0.0,0,healthtrainers,0,126725.53774208252,,,,,
Main Street Yoga,83301,42.55646,-114.47033,0.0,0,yoga,0,108130.60554737944,,,,,
Karate & Jujitsu,83338,42.73112,-114.52595,0.0,0,karate,0,127684.3501894981,,,,,
Wolverton Enterprises,83301,42.584285736084,-114.4267578125,0.0,0,nutritionists,0,109461.88305056162,,,,,
Vortex Research Yoga Academy Studio,83311,42.412135737416335,-113.5823929,0.0,0,yoga,0,85794.17121068717,,,,,
Groll Family Fitness,84337,41.7116227,-112.1663683,0.0,0,gyms,0,9265.506139545003,15452.0,73854.0,1179.0,29.3,7.63008024851152
Smith Adam,84321,41.7158737182617,-111.83415222168,0.0,0,martialarts,0,23375.503327037786,49811.0,66262.0,5814.0,23.8,11.672120615928208
Bobby Lawrence Karate,84321,41.7158737182617,-111.83415222168,0.0,0,karate,0,23375.503327037786,49811.0,66262.0,5814.0,23.8,11.672120615928208
Academy Fitness,84321,41.71373,-111.83538,0.0,0,gyms,0,23118.89791654308,49811.0,66262.0,5814.0,23.8,11.672120615928208
Shanti Yoga Roots,84321,41.73398668708546,-111.833965,0.0,0,meditationcenters,0,24121.95326282571,49811.0,66262.0,5814.0,23.8,11.672120615928208
Emerald Green Studio,84321,41.73772294664159,-111.8365919,0.0,0,barreclasses,0,24097.033765517845,49811.0,66262.0,5814.0,23.8,11.672120615928208
LivFit Training Center,84321,41.758946718248225,-111.855415,0.0,0,gyms,0,23854.012954038863,49811.0,66262.0,5814.0,23.8,11.672120615928208
Luna Physio,84341,41.7594302,-111.8245414,0.0,0,physicaltherapy,0,26088.435850881237,25791.0,64045.0,3239.0,25.6,12.558644488387422
Dragons Tail Martial Arts,84337,41.7294664,-112.2116679,0.0,0,martialarts,0,13243.55874405342,15452.0,73854.0,1179.0,29.3,7.63008024851152
Orangetheory Fitness,84414,41.3090417,-111.993455,0.0,0,gyms,0,19608.005947712132,33288.0,108345.0,5251.0,33.3,15.774453256428744
Club Pilates,84414,41.30584801,-111.97029061,0.0,0,pilates,0,20578.21655289987,33288.0,108345.0,5251.0,33.3,15.774453256428744
Just Breathe Yoga And Spa,83202,42.8658133,-112.4423199,0.0,0,massage_therapy,0,107094.08491466269,,,,,
Kellie Wild Wellness,83201,42.87029,-112.4407,3.0,2,healthcoach,0,114205.85067216986,,,,,
Moab Yoga,84532,38.573315218091,-109.550013318658,4.7,14,yoga,0,153924.40083717674,10648.0,64145.0,1733.0,39.4,16.275356874530427
Desert Power Yoga,84532,38.5796551,-109.5608767,5.0,6,yoga,0,152762.8936771678,10648.0,64145.0,1733.0,39.4,16.275356874530427
South Town Gym,84532,38.55676659252785,-109.5420996233599,4.1,9,gyms,0,155727.19879574602,10648.0,64145.0,1733.0,39.4,16.275356874530427
The Gym On 5th,84532,38.57968631233634,-109.5609095,5.0,3,intervaltraininggyms,0,152758.41756488808,10648.0,64145.0,1733.0,39.4,16.275356874530427
Leona Freitas,84701,38.7724673,-112.0840943,5.0,1,healthtrainers,0,140898.00955122,8756.0,77532.0,789.0,33.8,9.010963910461397
The Venus Oracle,81301,37.27367,-107.8793,5.0,8,reiki,0,141525.6051957743,,,,,
Sacred Rebel Yoga,87401,36.74713,-108.18147,5.0,3,yoga,0,143812.0256448901,,,,,
Fitness World,87402,36.7750508525409,-108.161149192537,4.5,2,gyms,0,143281.58909576177,,,,,
Defined Fitness Farmington Club,87401,36.74910733,-108.185442,3.7,12,gyms,0,143384.31719438772,,,,,
Lyft Station,87401,36.721336809491625,-108.16474438351936,5.0,1,gyms,0,146800.08728522205,,,,,
Nevada Muay Thai,89502,36.9738139795548,-110.782012939453,5.0,3,muaythai,0,135710.65382804011,,,,,
Soul Den Hot Yoga,87402,36.78064063672686,-108.14398048536158,5.0,1,yoga,0,144107.2965183726,,,,,
GYM LOU'S,87401,36.7282257,-108.2101288,3.7,3,healthtrainers,0,143220.0562869191,,,,,
Special K Fitness,87401,36.75669,-108.19636,5.0,1,gyms,0,142194.0080079179,,,,,
M C's Healing Arts,84532,38.572269670654926,-109.55100038969256,5.0,1,massage_therapy,0,112527.91072282288,10648.0,64145.0,1733.0,39.4,16.275356874530427
CrossFit Cortez/Evolution Gym,81321,37.3696473,-108.5888491,5.0,1,gyms,0,78137.47663708813,,,,,
Heart and Core Yoga Studio,81321,37.3489836,-108.5760935,5.0,1,pilates,0,79887.58033631677,,,,,
Anytime Fitness,87402,36.747286,-108.164052,5.0,1,gyms,0,145015.49369164655,,,,,
Team 4 Corners Mixed Martial Arts,87401,36.7287869,-108.206451,5.0,1,martialarts,0,143432.1008603984,,,,,
Traditional Tae Kwon DO Institute,87401,36.7458,-108.18257,5.0,1,taekwondo,0,143841.32336575934,,,,,
The Yoga House,81323,37.47408,-108.50417,5.0,1,yoga,0,83078.03429173621,,,,,
The Gym Monticello,84535,37.86616,-109.34318,0.0,0,gyms,0,34658.39155325444,2669.0,71357.0,227.0,38.0,8.505058074185088
Climb Moab Gym,84532,38.49402347517685,-109.4689751,0.0,0,rock_climbing,0,103436.20265360047,10648.0,64145.0,1733.0,39.4,16.275356874530427
True Wellness,81301,37.3039826,-107.8693322,0.0,0,massage_therapy,0,141632.09023869032,,,,,
Empire Athletics,87401,36.7566239,-108.1539409,0.0,0,gyms,0,145057.2066836451,,,,,
Planet Fitness,87402,36.744074,-108.1680835,2.3,8,gyms,0,144955.9651095384,,,,,
24hr Power House,81321,37.35147,-108.55625,0.0,0,gyms,0,81485.71043555895,,,,,
Riverfront Fitness,81328,37.474192,-108.504157,0.0,0,gyms,0,83103.51788866088,,,,,
Colosseum Physical Therapy & Performance,87401,36.730318,-108.19937,0.0,0,physicaltherapy,0,143797.33212048037,,,,,
Rize Training Studio,84532,38.568061,-109.543148,0.0,0,circuittraininggyms,0,112006.16640226361,10648.0,64145.0,1733.0,39.4,16.275356874530427
Crossfit MRF,81321,37.356947,-108.555176,0.0,0,bootcamps,0,81392.11988177997,,,,,
Phoenix Rising Center,84532,38.5721732676029,-109.550844803452,0.0,0,martialarts,0,112527.47733175107,10648.0,64145.0,1733.0,39.4,16.275356874530427
All Hiit No Quit,87401,36.73852101804979,-108.1829394,0.0,0,intervaltraininggyms,0,144329.9743183745,,,,,
Momentum 24/7 Fitness,81328,37.34777892923529,-108.28714357105176,0.0,0,gyms,0,104533.18425900192,,,,,
Body by Design,81321,37.3619256,-108.5908773,1.0,1,gyms,0,78257.41064922299,,,,,
Devapatha Internal Arts,84532,38.54197,-109.50509,0.0,0,martialarts,0,108876.67117183161,10648.0,64145.0,1733.0,39.4,16.275356874530427
Forged Fitness,87401,36.7402164,-108.1811325,0.0,0,nutritionists,0,144332.89367668555,,,,,
Primitive Fitness,84532,38.568409,-109.5562286,0.0,0,gyms,0,112111.23362048135,10648.0,64145.0,1733.0,39.4,16.275356874530427
Kim's Tae Kwon DO,87401,36.72783,-108.20659,0.0,0,taekwondo,0,143496.5620917953,,,,,
Elemental Strength,81323,37.473221268742286,-108.50258231165688,0.0,0,gyms,0,83258.28749568615,,,,,
Farmington Jiu Jitsu Academy,87401,36.7475444200763,-108.17335261852608,0.0,0,brazilianjiujitsu,0,144348.24527613344,,,,,
Nikolle Embree,81328,37.34482,-108.28968,0.0,0,dancestudio,0,104393.08040324863,,,,,
Red Rock Pilates,84532,38.5727615,-109.5494537,0.0,0,pilates,0,112567.03276409565,10648.0,64145.0,1733.0,39.4,16.275356874530427
The Flying Nest,87401,36.73421,-108.2055,0.0,0,yoga,0,142660.71964445594,,,,,
Peak Fitness Center,81423,38.1315,-108.28902,0.0,0,gyms,0,119107.24141594555,,,,,
Yoga on the Rocks,84532,38.5700149536133,-109.550941467285,0.0,0,yoga,0,112639.59320449545,10648.0,64145.0,1733.0,39.4,16.275356874530427
Ignyte Fitness,87417,36.73973771452806,-108.34516341273964,0.0,0,nutritionists,0,133455.8070235491,,,,,
Breaking Barriers Training Systems,84532,38.556675,-109.542119,0.0,0,circuittraininggyms,0,110738.29880234343,10648.0,64145.0,1733.0,39.4,16.275356874530427
Center Street Gym,84532,38.573629379578655,-109.5468591,0.0,0,gyms,0,112647.7435189017,10648.0,64145.0,1733.0,39.4,16.275356874530427
Curve's For Women-Cortez,81321,37.3487946,-108.5906237,0.0,0,gyms,0,78669.83395990953,,,,,
Kim's Tae Kwon DO,87417,36.7433280944824,-108.359840393066,0.0,0,taekwondo,0,132271.37483129677,,,,,
HachiSakura Judo Club,81328,37.34886513247184,-108.2888321,0.0,0,martialarts,0,104359.66813593882,,,,,
Performance Arc,87402,36.74926,-108.16578,0.0,0,gyms,0,144732.07300680538,,,,,
Kenpo Karate,87401,36.7278442382812,-108.203842163086,0.0,0,karate,0,143677.0106424027,,,,,
Fitness Innovations,87402,36.74675,-108.16526,0.0,0,gyms,0,144996.05862697252,,,,,
Complete Physique Gym & Nutrition,87401,36.740104,-108.180969,0.0,0,gyms,0,144332.89367668555,,,,,
Care Basket,87401,36.72783,-108.20659,0.0,0,martialarts,0,143496.5620917953,,,,,
Elite Yoshukai Karate,84655,39.975218,-111.77778,0.0,0,brazilianjiujitsu,0,104148.28134526858,17157.0,97003.0,1717.0,26.8,10.007577082240484
MC Fitness,84655,39.97576,-111.7873,0.0,0,healthtrainers,0,104584.21635052566,17157.0,97003.0,1717.0,26.8,10.007577082240484
Quality Fitness & Health,84648,39.69620032249431,-111.8367403,0.0,0,circuittraininggyms,0,86700.00927026852,7289.0,97708.0,664.0,32.8,9.109617231444643
MokeyJoe Fitness,84633,39.9510264816174,-111.90084613093508,0.0,0,healthcoach,0,109196.69512704892,833.0,93529.0,37.0,30.1,4.441776710684274
WaspFit,84648,39.677126,-111.841432,0.0,0,bootcamps,0,85934.26851825381,7289.0,97708.0,664.0,32.8,9.109617231444643
180 Fitness,84701,38.78190330339647,-112.08245787282638,0.0,0,healthtrainers,0,106364.82132361758,8756.0,77532.0,789.0,33.8,9.010963910461397
Still Summit,84651,40.042652161941355,-111.7320709,0.0,0,yoga,0,107749.3980508297,29502.0,94152.0,3682.0,29.7,12.480509795946038
Impact Health & Fitness,84701,38.78173,-112.08431,0.0,0,bootcamps,0,106510.91162348278,8756.0,77532.0,789.0,33.8,9.010963910461397
Running Coach Randy,84601,40.2373390197754,-111.665458679199,0.0,0,healthtrainers,0,123404.28229440401,32871.0,64758.0,4258.0,25.7,12.953667366371574
Power Plant Fitness Center,84715,38.33545,-111.53834,0.0,0,healthtrainers,0,111544.08363027098,439.0,64792.0,47.0,43.6,10.70615034168565
The Studio On Main Street,84701,38.769158112898864,-112.08456628378067,0.0,0,healthtrainers,0,107230.21105147964,8756.0,77532.0,789.0,33.8,9.010963910461397
Omega Martial Arts,84651,40.0448303222656,-111.718292236328,0.0,0,martialarts,0,107291.54567363406,29502.0,94152.0,3682.0,29.7,12.480509795946038
El’Wapos Dojo,84648,39.70723834489944,-111.83224574018712,0.0,0,martialarts,0,87090.5584396665,7289.0,97708.0,664.0,32.8,9.109617231444643
Triangle Anchor Fitness Center,84648,39.69603,-111.83629,0.0,0,gyms,0,86700.4821982187,7289.0,97708.0,664.0,32.8,9.109617231444643
Agility Fitness Community Center,84637,38.802357278374565,-112.43777387582568,0.0,0,healthtrainers,0,133100.06468822263,674.0,76513.0,72.0,30.5,10.682492581602373
Marvelous Marva's & Company Beauty Salon,84701,38.76582,-112.08486,0.0,0,tanning,0,97460.03190903335,8756.0,77532.0,789.0,33.8,9.010963910461397
Pepperbox CrossFit,84651,40.0444799,-111.718278,0.0,0,intervaltraininggyms,0,114585.73549923244,29502.0,94152.0,3682.0,29.7,12.480509795946038
Diversity Martial Arts,84754,38.627317994398275,-112.1123886,0.0,0,martialarts,0,107074.01339785886,4252.0,67600.0,459.0,40.4,10.79492003762935
Columbine Wellness,81416,38.74238,-108.07055,4.7,3,yoga,0,110504.56283483806,,,,,
Bodyworks Massage,81416,38.73953,-108.07037,5.0,1,massage_therapy,0,110367.9202149588,,,,,
Anytime Fitness,81416,38.750987,-108.048916,2.3,4,gyms,0,112593.43318962326,,,,,
No Limits Endurance Coaching,81416,38.750972660971286,-108.13760904498838,0.0,0,healthtrainers,0,105773.40022587783,,,,,
Beckys Bootcamp,81416,38.739804,-108.071143,0.0,0,gyms,0,110321.71308293309,,,,,
CrossFit Slainte,81416,38.76466,-108.09757,0.0,0,gyms,0,109494.37722113545,,,,,
Earth Tantra,81416,38.750973,-108.137609,0.0,0,meditationcenters,0,105773.42158354918,,,,,
Delta Physical Theraphy and Sports Rehabilitain PC,81416,38.74481,-108.07086,0.0,0,gyms,0,110610.20643284956,,,,,
Sparrow Massage ,86336,34.85257278502264,-111.78003776818514,4.9,64,massage_therapy,0,327497.07657664677,,,,,
Emerald Waves Healing,86335,34.631768918308424,-111.7774659,4.0,4,reiki,0,350345.8118505489,,,,,
Down Dog Sedona,86336,34.862916193981675,-111.79148369685264,5.0,2,yoga,0,326817.4678508951,,,,,
Palm to Soul,86040,36.9137229919434,-111.459091186523,5.0,1,massage_therapy,0,119141.07264974527,,,,,
Moving4ward Fitness,86040,36.905782968475776,-111.45087733187984,0.0,0,gyms,0,119132.75563726666,,,,,
Monster Slayer Fit,86040,36.913699,-111.459086,0.0,0,gyms,0,119141.07264974527,,,,,
Anytime Fitness,87410,36.82652,-107.99409,3.8,4,gyms,0,121028.33559026639,,,,,
Premier Fitness Of Aztec,87410,36.8245010181421,-107.993589053459,0.0,0,gyms,0,121165.77889768245,,,,,
Round 2 Martial Arts,87410,36.82400975586287,-107.9939027,0.0,0,karate,0,121161.79984023003,,,,,
Mixed Grappling Arts - Brazilian Jiu Jitsu,84720,37.66168058682063,-113.06937911007763,5.0,20,brazilianjiujitsu,0,130524.91805438242,24323.0,63742.0,2785.0,29.6,11.450067837026683
Bristlecone Company,84720,37.6772092,-113.0629215,4.6,126,coffee,0,128734.77787740377,24323.0,63742.0,2785.0,29.6,11.450067837026683
Spirit Wellness Club,84720,37.70659912798853,-113.06299023118244,4.9,8,gyms,0,125717.99369174712,24323.0,63742.0,2785.0,29.6,11.450067837026683
Stone Path Massage & Energy Center,84720,37.677512,-113.064355,3.7,16,yoga,0,128732.43639473977,24323.0,63742.0,2785.0,29.6,11.450067837026683
Gym On Main,84761,37.84412,-112.8275151,5.0,7,gyms,0,104154.15093970035,3127.0,50582.0,328.0,44.1,10.489286856411896
Retro Fitness - Cedar City,84720,37.65967205521369,-113.06965545276282,3.6,21,gyms,0,130739.92839005741,24323.0,63742.0,2785.0,29.6,11.450067837026683
Patriot Jiu-Jitsu,84761,37.844077,-112.827375,5.0,3,sports_clubs,0,104154.15093970035,3127.0,50582.0,328.0,44.1,10.489286856411896
Gym on Main,84761,37.84412,-112.8275151,5.0,4,circuittraininggyms,0,104154.15093970035,3127.0,50582.0,328.0,44.1,10.489286856411896
Wellness With Carla,84720,37.595721,-113.320615,5.0,3,massage_therapy,0,146968.48264726525,24323.0,63742.0,2785.0,29.6,11.450067837026683
Snap Fitness - Cedar City,84720,37.6799295909942,-113.062093660783,4.0,4,gyms,0,128406.95806785852,24323.0,63742.0,2785.0,29.6,11.450067837026683
Cedar Yoga Space,84721,37.69023,-113.06158,5.0,2,yoga,0,127353.07287150614,29635.0,73342.0,3505.0,28.3,11.827231314324278
Sage Hills 108,84721,37.7322233,-113.1922466,5.0,1,yoga,0,128201.43734344082,29635.0,73342.0,3505.0,28.3,11.827231314324278
High Mountain CrossFit,84721,37.68953341811356,-113.0736946259856,5.0,1,healthtrainers,0,127834.23293540953,29635.0,73342.0,3505.0,28.3,11.827231314324278
Mindful Martial Arts,84721,37.70667,-113.06314,3.5,2,karate,0,125717.3169337238,29635.0,73342.0,3505.0,28.3,11.827231314324278
VASA Fitness - Cedar City,84720,37.6582987,-113.0827093,2.3,28,gyms,0,131334.1639729659,24323.0,63742.0,2785.0,29.6,11.450067837026683
Cedar City Massage,84721,37.701887649778115,-113.06518839999404,0.0,0,massage_therapy,0,126275.4110402977,29635.0,73342.0,3505.0,28.3,11.827231314324278
Peace Balance & Joy Consulting,84721,37.74874309698258,-113.0546647,0.0,0,c_and_mh,0,121139.8167760798,29635.0,73342.0,3505.0,28.3,11.827231314324278
The Healing Tree,84720,37.6675491,-113.0615234,0.0,0,acupuncture,0,129646.74006733207,24323.0,63742.0,2785.0,29.6,11.450067837026683
Carslon Gracie Cedar City,84721,37.693593,-113.062976,0.0,0,brazilianjiujitsu,0,127041.30722028445,29635.0,73342.0,3505.0,28.3,11.827231314324278
Fly Fitness Studio,84720,37.657227174445055,-113.0836862,0.0,0,barreclasses,0,131477.71462261153,24323.0,63742.0,2785.0,29.6,11.450067837026683
Body & Balance,84761,37.8435722101616,-112.82794,0.0,0,physicaltherapy,0,104224.84751922339,3127.0,50582.0,328.0,44.1,10.489286856411896
blueZelia Yoga,84721,37.6774769,-113.0618931,0.0,0,yoga,0,128650.78038851352,29635.0,73342.0,3505.0,28.3,11.827231314324278
Lifephase Fitness Center,84720,37.71137,-113.05796,0.0,0,gyms,0,125054.5537912031,24323.0,63742.0,2785.0,29.6,11.450067837026683
Beyond Fitness,84720,37.65837,-113.08273,0.0,0,gyms,0,131335.55952149082,24323.0,63742.0,2785.0,29.6,11.450067837026683
Elevate Fitness,84759,37.825370495567974,-112.4460377,0.0,0,gyms,0,101752.23987598676,2209.0,75566.0,224.0,38.1,10.140334993209597
Wing Chun Kung Fu Council,84720,37.6683769226074,-113.061241149902,0.0,0,chinesemartialarts,0,129532.2356238912,24323.0,63742.0,2785.0,29.6,11.450067837026683
Bear Pit & The Modern Day Spartans,84737,37.166575,-113.425335,4.7,69,martialarts,0,88414.7333516406,23477.0,70417.0,2695.0,41.1,11.479320185713677
Massage Zion,84767,37.18720293239167,-113.0001983,5.0,16,yoga,0,54411.819147998176,620.0,69545.0,74.0,49.6,11.935483870967742
