id,name,zip_code,city,latitude,longitude,rating,review_count,category,distance,is_closed,has_hours,has_transactions,price,total_pop,median_income,median_age,median_home_value,total_households,pct_bachelors,pct_prime_gym_age,competition_1km,competition_3km,competition_5km,is_thriving,log_review_count,success_score,gyms_in_zip,market_gap
1tTGVsTiWRu9pqacZ1mQrQ,Soleil,84003,Highland,40.430838,-111.788803,0.0,0,yoga,7323.928309567249,0,0,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,6,14,15,,0.0,0.0,19,67605.0
MZn-oQPwd6YStvtl5PXbKA,Fit To Recover,84115,Salt Lake City,40.74079100546099,-111.88931566012856,5.0,2,gyms,,0,1,0,0,28882.0,65548.0,33.0,434700.0,13115.0,15.275950418946058,34.35703898621979,3,75,102,,1.0986122886681098,0.601588439863031,18,52226.31578947369
-jstiI1dmdxeWyOvZaC_4w,Sarah Yoga & Wellness | Reiki Lehi UT | Life Coaching,84043,Lehi,40.879203,-111.891747,5.0,1,yoga,,0,1,0,0,88390.0,129852.0,26.9,607500.0,24800.0,18.539427537051704,24.45864916845797,13,22,39,,0.6931471805599453,0.5640951693284909,22,93995.65217391304
53qf3Uw6hs-FL6Vw9v6o3w,Bushi-Ban Martial Arts & Fitness,84003,American Fork,40.3729,-111.77847,5.0,1,martialarts,,0,0,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,6,16,31,,0.6931471805599453,0.5640951693284909,19,67605.0
IgcB1LnZVvJii5ya5s8IWg,Soul Elevation Wellness,84010,Bountiful,40.8846345071759,-111.87815072531768,5.0,2,naturopathic,,0,1,0,0,46871.0,102445.0,32.8,526300.0,15331.0,19.112030893302894,22.3848435066459,6,23,34,,1.0986122886681098,0.601588439863031,21,47690.90909090909
507QWyRatQfF0HRrIWa9Jg,the balance babe,84107,Millcreek,40.6778263,-111.8736499,5.0,1,reiki,,0,1,0,0,38257.0,72108.0,35.7,458300.0,16669.0,18.558695140758555,28.24319732336566,2,27,70,,0.6931471805599453,0.5640951693284909,12,83115.38461538461
m1qac4lDlkjxkFi3_qdHWw,Peak Performance,84003,Highland,40.42941469042721,-111.786451,0.0,0,gyms,7206.03202940669,0,0,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,6,13,15,,0.0,0.0,19,67605.0
DFtBlLNvP-x9Rcwh3H77yg,Salt City Wellness,84109,Salt Lake City,40.738916416819784,-111.8707517738652,5.0,1,c_and_mh,,0,1,0,0,25544.0,145034.0,36.2,731200.0,8973.0,25.520670216097713,20.991230817413093,5,63,120,,0.6931471805599453,0.5640951693284909,9,53620.000000000015
bpt_XEfvpLZLQjs23YY8nw,Crossfit Timpanogos,84043,Lehi,40.3870022900045,-111.829768875463,5.0,1,intervaltraininggyms,,0,1,0,0,88390.0,129852.0,26.9,607500.0,24800.0,18.539427537051704,24.45864916845797,5,12,27,,0.6931471805599453,0.5640951693284909,22,93995.65217391304
iNM_J9YOayHSmdFKjSiIdA,Wolves Den Jiu Jitsu,84003,Highland,40.430712,-111.7859,0.0,0,brazilianjiujitsu,7107.27092536649,0,0,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,6,13,15,,0.0,0.0,19,67605.0
zTkUGAYV8xgKThXZz-aR2A,VASA Fitness,84003,American Fork,40.371746,-111.782269,2.0,132,gyms,,0,1,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,5,17,31,0.0,4.890349128221754,0.6522095223637767,19,67605.0
Sh4LbjMTLA9D_CYL7XqavQ,Booth's ATA Black Belt Academy,84003,American Fork,40.3733836,-111.7866353,3.0,2,karate,,0,1,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,6,15,29,,1.0986122886681098,0.401588439863031,19,67605.0
vMi-upxBf_e5si-EK39YIQ,Utah Premier Horseback Riding,84604,Sundance,40.39490011421506,-111.59259627248592,0.0,0,horsebackriding,11982.301263883563,0,0,0,0,44707.0,75571.0,23.4,582000.0,12439.0,14.243854429955041,44.41138971525712,0,0,0,,0.0,0.0,15,124093.75000000001
yXAqMIktVAa6F_aV3KfNkA,Premier Martial Arts,84062,Pleasant Grove,40.35523,-111.73693,5.0,1,karate,,0,1,0,0,47813.0,105649.0,27.8,536100.0,13931.0,16.987011900529144,23.627465333695856,4,15,34,,0.6931471805599453,0.5640951693284909,14,75313.33333333333
PSV01KsYZ0xzDeHcxtePhQ,Alloy Personal Training Highland,84003,Highland,40.43105061868705,-111.7858966,0.0,0,healthtrainers,7089.38606500942,0,0,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,6,13,15,,0.0,0.0,19,67605.0
lS_OIa78aH81Q3CHDPHYCg,Pure Barre,84003,Highland,40.430838,-111.788803,0.0,0,barreclasses,7323.928309568516,0,0,0,0,57430.0,120330.0,28.0,630300.0,16613.0,18.986592373324047,23.543444192930522,6,14,15,,0.0,0.0,19,67605.0
wedeiyVwcdLpkqksIkpMbQ,VASA Fitness - Lehi,84043,Lehi,40.430043304978575,-111.82307222667929,2.2,11,gyms,,0,1,0,0,88390.0,129852.0,26.9,607500.0,24800.0,18.539427537051704,24.45864916845797,1,3,23,0.0,2.4849066497880004,0.4497787785200129,22,93995.65217391304
