id,name,zip_code,city,latitude,longitude,rating,review_count,category,distance,is_closed,has_hours,has_transactions,price,total_pop,median_income,median_age,median_home_value,total_households,pct_bachelors,pct_prime_gym_age,competition_1km,competition_3km,competition_5km,is_thriving,log_review_count,success_score,gyms_in_zip,market_gap
YASJAGiFZJ47XAvhfqjgrA,Shauntea,84105,Salt Lake City,40.7349548339844,-111.865287780762,5.0,3,yoga,,0,1,0,0,23491.0,99562.0,35.0,686100.0,10434.0,25.20965476139798,30.445702609510022,10,51,124,,1.3862943611198906,0.6281903386569818,12,55015.38461538461
PbY2KtilNODHtzegTiPJyw,Carl Harry Sports Training,84014,Centerville,40.916698,-111.899929,0.0,0,healthtrainers,2175.3862675509536,0,0,0,0,16679.0,123130.0,39.5,531200.0,5786.0,23.41267462078062,17.98668984951136,3,10,27,,0.0,0.0,7,37500.0
0HvbPQ2_U1hXwMLo3kuKjg,The Little Gym of Farmington,84025,Farmington,41.001584,-111.906269,4.5,4,gyms,,0,1,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,3,11,18,,1.6094379124341003,0.5988243744103858,12,31161.53846153846
_lA-ErA_-qYh9jijPwB5jA,HOTWORX - Farmington,84025,Farmington,40.99136428715241,-111.89333437925109,3.3,7,yoga,,0,1,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,2,10,14,,2.0794415416798357,0.5222855079854728,12,31161.53846153846
5rB6xZ-l4rJR4pQEqjcndQ,Three Birds Reiki and Healing,84037,Fruit Heights,41.02766171582512,-111.9081116993889,5.0,1,reiki,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,2,8,31,,0.6931471805599453,0.5640951693284909,19,28160.0
81ErMxK-Io7A3IfMH0jicw,BODYBAR Pilates,84025,Farmington,40.983897,-111.907924,5.0,1,pilates,,0,1,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,2,10,12,,0.6931471805599453,0.5640951693284909,12,31161.53846153846
-RXc7XYbiAFfUXWGJSnirA,Rockwell Crossfit,84087,Woods Cross,40.87502,-111.92917,5.0,1,gyms,,0,1,0,0,16808.0,132774.0,35.0,531900.0,5083.0,14.64183722037125,19.11589719181342,2,10,31,,0.6931471805599453,0.5640951693284909,6,45900.0
LMc5bzn5sbTSxbRsXo70qg,Valor Academy of Martial Arts,84087,West Bountiful,40.91332,-111.896505,0.0,0,martialarts,2417.2371001682477,0,0,0,0,16808.0,132774.0,35.0,531900.0,5083.0,14.64183722037125,19.11589719181342,3,10,28,,0.0,0.0,6,45900.0
VsQwPX8pFJ-l21T23hIFMg,Farmington Gymnasium,84025,Farmington,40.97549656085611,-111.90179211492352,3.0,2,gyms,,0,1,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,1,9,12,,1.0986122886681098,0.401588439863031,12,31161.53846153846
XgBAc6CdxIyeLvTTYVds-w,Momentum 4 Life mentoring & coaching,84037,Kaysville,41.028982209290426,-111.94553558980172,0.0,0,lifecoach,11518.866028991193,0,0,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,4,15,28,,0.0,0.0,19,28160.0
C8B_DvCCVn3geIuzDhr6mA,Healing Wands,84105,Salt Lake City,40.7733075,-111.8636822,0.0,0,yoga,18053.539942284016,0,0,0,0,23491.0,99562.0,35.0,686100.0,10434.0,25.20965476139798,30.445702609510022,1,31,69,,0.0,0.0,12,55015.38461538461
KY0ZuiTL6efChRD7EzOQIQ,Grow with the Flow Preschool,84025,Farmington,40.96424,-111.88075,0.0,0,preschools,3381.305654399347,0,0,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,0,2,14,,0.0,0.0,12,31161.53846153846
gR_gDuapYZyeOjDWX5H5KQ,Viva Lagree,84025,Farmington,41.00153680657076,-111.906122,0.0,0,pilates,7586.452486508699,0,0,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,3,11,18,,0.0,0.0,12,31161.53846153846
HHNAuRWdMQPPlvcsUn2eLA,Anatomy Boxing & Fitness,84087,Woods Cross,40.882942217611344,-111.91204969770608,0.0,0,boxing,6046.601160455868,0,0,0,0,16808.0,132774.0,35.0,531900.0,5083.0,14.64183722037125,19.11589719181342,0,23,38,,0.0,0.0,6,45900.0
EEqZ_y5pUSOdp106rhnWrA,Premier Martial Arts - Bountiful,84010,West Bountiful,40.893704,-111.89397,0.0,0,martialarts,4554.556410259527,0,0,0,0,46871.0,102445.0,32.8,526300.0,15331.0,19.112030893302894,22.3848435066459,1,23,35,,0.0,0.0,21,47690.90909090909
7jIqKC_PpEVPL-lJ1p2v_Q,Prolific Fitness 24/7,84015,Clearfield,41.1030047,-112.0113263,5.0,8,gyms,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,0,10,31,,2.1972245773362196,0.7031768797260619,15,104093.75000000001
QIqLgzyYeu2c4jkaRfS4jg,Anytime Fitness,84015,Clinton,41.13902478456726,-112.06049248635304,4.3,12,gyms,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,1,7,24,1.0,2.5649493574615367,0.6671803103241266,15,104093.75000000001
N49gNMmoG89mHRaPCmQH8Q,Caique - Gracie Brazilian Jiu Jitsu Utah,84015,Clearfield,41.11939,-112.04624,5.0,2,brazilianjiujitsu,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,0,8,23,,1.0986122886681098,0.601588439863031,15,104093.75000000001
BxLWVUotIbpV2TjjCZODSw,Strike Boxing & Fitness Club,84015,Clearfield,41.1156631,-112.0264994,5.0,2,boxing,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,1,6,25,,1.0986122886681098,0.601588439863031,15,104093.75000000001
S4jHivvnGMkGt12Uax3pqg,Evolution Fitness And Personal Training,84041,Layton,41.080184,-111.975488,5.0,9,healthtrainers,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,2,18,39,,2.302585092994046,0.7129195437388769,24,52860.0
L-U1CMQaOH32UUcoQQ1irw,The Obstacle Complex,84075,Syracuse,41.110134,-112.047745,5.0,1,gyms,,0,1,0,0,35545.0,133286.0,28.8,573600.0,9751.0,13.996342664228441,16.865944577296386,0,10,22,,0.6931471805599453,0.5640951693284909,7,74937.5
XOL-h9wnoethprvLaGPRew,The Front Climbing Club - Ogden,84401,Ogden,41.2309700549802,-111.975291376275,4.2,22,climbing,,0,1,0,0,48303.0,80758.0,31.5,439900.0,17826.0,11.752893195039645,26.675361778771506,6,14,27,1.0,3.1354942159291497,0.709938469541394,19,64425.0
yxhbpwrmEqpLM7Vuwt1x6Q,Roy Crossfit,84067,Roy,41.167227,-112.023894,4.9,9,intervaltraininggyms,,0,1,0,0,38794.0,91115.0,33.0,382600.0,13072.0,10.398515234314583,23.570655255967417,3,10,22,,2.302585092994046,0.7029195437388769,13,65314.28571428572
WkPR72qRE-L28V5G8qImBw,Mori Training Center,84405,Ogden,41.195653,-111.983973,5.0,8,martialarts,,0,1,0,0,34818.0,84106.0,33.0,425100.0,12316.0,12.79797805732667,23.22649204434488,1,8,28,,2.1972245773362196,0.7031768797260619,6,115528.57142857143
XwrRUuG3LWdL1gI5qV9KJg,Bhav Yoga Den,84403,South Ogden,41.15375,-111.93678,5.0,4,yoga,,0,1,0,0,37721.0,88236.0,34.8,422900.0,14033.0,14.689430290819438,25.150446700776758,6,13,16,,1.6094379124341003,0.6488243744103859,14,63246.66666666667
OQiXqvJNZr1j7gaS3zWqvA,Higher Ground Hot Yoga,84401,Ogden,41.22061,-111.97826,4.4,24,yoga,,0,1,0,0,48303.0,80758.0,31.5,439900.0,17826.0,11.752893195039645,26.675361778771506,6,19,26,1.0,3.2188758248682006,0.7376487488207718,19,64425.0
wGX_icCJ5YcJ5BhNHSqBvg,All Fit Bungee,84015,Clinton,41.140394,-112.043147,5.0,2,aerialfitness,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,1,10,26,,1.0986122886681098,0.601588439863031,15,104093.75000000001
wS3Dq9dH1ajkor1a0WW0xw,Thunder Fitness Training,84101,Salt Lake City,41.14242435362451,-111.920552955287,5.0,6,healthtrainers,,0,1,0,0,9381.0,72735.0,31.8,499300.0,5727.0,23.89937106918239,48.150517002451764,1,11,16,,1.9459101490553132,0.6799378890944546,22,19639.130434782608
m6pTFnmnZfDuV2u9fxR30w,Divine Yoga Studios,84037,Fruit Heights,41.03076,-111.90148,5.0,7,reiki,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,2,2,23,,2.0794415416798357,0.6922855079854728,19,28160.0
YZT3ZgH9MkPVNjyubnqrWQ,Tobin's Elite Academy Of Martial Arts T.E.A.M.,84015,Clearfield,41.088198,-112.0162399,4.2,5,martialarts,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,0,15,30,,1.791759469228055,0.585683609191522,15,104093.75000000001
YezYzE2h-s5IhMDXNF3L2Q,Wasatch Crossfit,84041,Layton,41.1033216,-111.9513219,4.6,7,intervaltraininggyms,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,4,8,24,,2.0794415416798357,0.6522855079854728,24,52860.0
yKANreSAYDVqFNRIDf_SOw,Lifelong Fitness,84037,Kaysville,41.0450757,-111.9580532,5.0,6,healthtrainers,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,6,21,34,,1.9459101490553132,0.6799378890944546,19,28160.0
X8b0m4kYc4XKL71pNHekWg,Warrior Fitness Center,84056,Hill Air Force Base,41.1065552400548,-111.977629642399,4.5,4,gyms,,0,1,0,0,3803.0,69352.0,22.4,,1032.0,6.521167499342624,41.51985274783066,0,9,28,,1.6094379124341003,0.5988243744103858,1,78950.0
sflHV2IB6GwjQYjcZP4kNA,GPP Fitness - Syracuse & Clearfield,84015,Clearfield,41.0887712042437,-112.034196102728,5.0,1,healthtrainers,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,2,12,27,,0.6931471805599453,0.5640951693284909,15,104093.75000000001
L5ZNret3G2WDcFfXQNKNUA,Absolute Power & Fitness,84403,Ogden,41.2071339,-111.9497368,5.0,5,gyms,,0,1,0,0,37721.0,88236.0,34.8,422900.0,14033.0,14.689430290819438,25.150446700776758,1,15,25,,1.791759469228055,0.6656836091915219,14,63246.66666666667
AWyxrEf34yKrLz5TfUMmLw,The Greenhouse Wellness Studio,84075,Syracuse,41.09196912415963,-112.0478,5.0,1,yoga,,0,1,0,0,35545.0,133286.0,28.8,573600.0,9751.0,13.996342664228441,16.865944577296386,1,10,16,,0.6931471805599453,0.5640951693284909,7,74937.5
SLHaicVQDNA7J4188_ulEA,Letrono CrossFit,84075,Syracuse,41.0883598,-112.0408173,5.0,2,intervaltraininggyms,,0,1,0,0,35545.0,133286.0,28.8,573600.0,9751.0,13.996342664228441,16.865944577296386,3,11,21,,1.0986122886681098,0.601588439863031,7,74937.5
QaRe9jql-gfftvuynlCURA,Evolutionary Martial Arts,84075,Syracuse,41.090743,-112.065673,5.0,1,martialarts,,0,1,0,0,35545.0,133286.0,28.8,573600.0,9751.0,13.996342664228441,16.865944577296386,2,7,14,,0.6931471805599453,0.5640951693284909,7,74937.5
x-Jl0gcv-1DSFlOLvJbUGw,The Iron House,84404,Ogden,41.240897,-111.980097,5.0,6,circuittraininggyms,,0,1,0,0,66587.0,85057.0,34.3,396800.0,23330.0,10.85647348581555,21.90818027542914,1,13,23,,1.9459101490553132,0.6799378890944546,9,145880.0
pOO5lpUnh4opzLiQy6Stbw,Renzo Gracie Utah,84037,Kaysville,41.04015,-111.95565,4.3,6,brazilianjiujitsu,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,8,21,34,,1.9459101490553132,0.6099378890944547,19,28160.0
jXPwLfeh0u1RHLM2dGbCiA,Brazilian Jiu-Jitsu-the Mori Academy of Martial Arts,84015,Clearfield,41.150486,-112.026868,5.0,2,brazilianjiujitsu,,0,0,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,4,11,24,,1.0986122886681098,0.601588439863031,15,104093.75000000001
qZfvROZKjpiyHo9b_ZwUuA,Planet Beach,84015,Clearfield,41.138689,-112.062656,3.7,3,yoga,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,1,7,23,,1.3862943611198906,0.4981903386569819,15,104093.75000000001
HiALQWaeAHb7YndAyisaEw,O & M's Hap Kwon Do Martial Arts Institute,84015,Sunset,41.149199,-112.026838,5.0,1,martialarts,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,4,10,24,,0.6931471805599453,0.5640951693284909,15,104093.75000000001
ogwFwG0IFtEtqfKWa_BPsA,Club Pilates,84075,Syracuse,41.08956,-112.07321,1.0,1,pilates,,0,1,0,0,35545.0,133286.0,28.8,573600.0,9751.0,13.996342664228441,16.865944577296386,2,4,13,,0.6931471805599453,0.16409516932849094,7,74937.5
LfOiYxWe9zL2HB0N7hY_vg,Championship Martial Arts,84037,Kaysville,41.041951,-111.955887,5.0,6,karate,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,7,21,34,,1.9459101490553132,0.6799378890944546,19,28160.0
ZS3URlhHn2oSErPYkFfC5g,One Hit MMA,84040,Layton,41.062439,-111.9452972,5.0,4,martialarts,,0,0,0,0,28509.0,128365.0,36.3,542500.0,9296.0,19.16938510645761,20.17959240941457,3,17,42,,1.6094379124341003,0.6488243744103859,3,143825.0
Z9EnVH5Y5_m8NLRJ55wjxQ,Planet Fitness,84041,Layton,41.08660549534266,-111.9808058,5.0,2,gyms,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,3,16,34,,1.0986122886681098,0.601588439863031,24,52860.0
Qt6syJvPi5b_5D9HVd4M_g,VASA Fitness - Clinton,84015,Clinton,41.1521753,-112.0624408,2.3,28,cardioclasses,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,0,13,22,0.0,3.367295829986474,0.5413731144772926,15,104093.75000000001
xnTMW0VOyyI9ulc0zKldLg,Fine Tuned Coaching,84015,Clearfield,41.1029757851974,-112.02372798893693,5.0,1,healthtrainers,,0,0,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,0,11,31,,0.6931471805599453,0.5640951693284909,15,104093.75000000001
ocFK5QJ-v04MDqNEYBNcaQ,EōS Fitness,84041,Layton,41.060771,-111.956592,3.5,48,gyms,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,5,22,42,,3.8918202981106265,0.7098757781889093,24,52860.0
0bfYHuSeC6z-NTyw_CAAog,Snap Fitness,84067,Roy,41.17716,-112.06343,5.0,2,gyms,,0,1,0,0,38794.0,91115.0,33.0,382600.0,13072.0,10.398515234314583,23.570655255967417,3,8,23,,1.0986122886681098,0.601588439863031,13,65314.28571428572
IPVtJAddqpdUMVuthQcwsw,CAMP,84041,Layton,41.069619664505154,-111.99064876854747,5.0,1,healthtrainers,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,8,16,36,,0.6931471805599453,0.5640951693284909,24,52860.0
zaaws11rviM7_W6ivFWolg,Snap Fitness,84040,Layton,41.102399451181,-111.93791087116,4.0,3,gyms,,0,1,0,0,28509.0,128365.0,36.3,542500.0,9296.0,19.16938510645761,20.17959240941457,3,6,18,,1.3862943611198906,0.528190338656982,3,143825.0
FQh6hkad3TCkW23hhTRWXg,Shiba Taekwondo,84015,Clearfield,41.112419,-112.0231383,0.0,0,taekwondo,3021.093701611762,0,0,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,1,8,25,,0.0,0.0,15,104093.75000000001
J_1G0ImJEDDqoRfvFq4IuA,Sol Spa- Layton,84041,Layton,41.10004717740301,-111.942468,3.4,5,teethwhitening,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,5,6,24,,1.791759469228055,0.5056836091915219,24,52860.0
XtTxxLUWX4qJv-bL2IvVZw,BoxFit Utah,84015,Clearfield,41.08824192655632,-112.0309827621987,1.0,1,boxing,,0,1,0,0,71812.0,95519.0,32.2,417100.0,22482.0,11.378321171948977,23.19250264579736,2,12,29,,0.6931471805599453,0.16409516932849094,15,104093.75000000001
7kSEJUVtojuYwtj2HHkVZg,EōS Fitness,84067,Roy,41.158793,-112.027924,2.6,22,gyms,,0,1,0,0,38794.0,91115.0,33.0,382600.0,13072.0,10.398515234314583,23.570655255967417,6,12,22,0.0,3.1354942159291497,0.549938469541394,13,65314.28571428572
Ujb5uKHluFfxSSbCgF1GDQ,Roy City,84067,Roy,41.17830689373602,-112.03153098254344,5.0,1,gyms,,0,1,0,0,38794.0,91115.0,33.0,382600.0,13072.0,10.398515234314583,23.570655255967417,0,11,25,,0.6931471805599453,0.5640951693284909,13,65314.28571428572
wfwZwztjPq31dNhpIam7xg,EōS Fitness,84401,Ogden,41.225293,-111.971952,3.3,48,gyms,,0,1,0,0,48303.0,80758.0,31.5,439900.0,17826.0,11.752893195039645,26.675361778771506,8,17,25,0.0,3.8918202981106265,0.6898757781889093,19,64425.0
CTARmxYLi9JzRKkVb5qgtA,Xcite MMA,84065,Bluffdale,40.4855,-111.9123,5.0,4,boxing,,0,1,0,0,50768.0,128192.0,34.3,632100.0,15790.0,16.644342893161046,18.113772455089823,1,7,15,,1.6094379124341003,0.6488243744103859,13,65685.71428571429
Qho0KlvFF1GGG_9d5_gLlA,The Elite Training Facility,84020,Draper,40.5262839049101,-111.878039315343,5.0,3,healthtrainers,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,5,17,29,,1.3862943611198906,0.6281903386569818,22,43699.99999999999
2X_XMNX40qbIriE1KoftcQ,Club Pilates,84020,Draper,40.54282615654125,-111.8906164055052,5.0,2,pilates,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,0,15,47,,1.0986122886681098,0.601588439863031,22,43699.99999999999
dlIyEp7YrgQDe61ZLCtfVw,Pilates Revolution & Fitness,84020,Draper,40.4975145,-111.8848551,5.0,3,pilates,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,2,9,24,,1.3862943611198906,0.6281903386569818,22,43699.99999999999
_aP3X7uI9cFU_fJ12wovkw,Treehouse Athletic Club,84020,Draper,40.5292015785177,-111.859260540475,3.1,32,gyms,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,7,12,28,0.0,3.4965075614664802,0.6333212952399241,22,43699.99999999999
s0Rtz3E2ptHQjSwcDO30xQ,Total Health and Fitness,84020,Draper,40.52724869054448,-111.869541,4.0,5,weightlosscenters,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,6,15,30,,1.791759469228055,0.5656836091915219,22,43699.99999999999
kEO0P9hGj5plK9JNecqJKw,Orangetheory Fitness Draper,84020,Draper,40.50095,-111.88758,4.6,22,healthtrainers,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,4,12,27,1.0,3.1354942159291497,0.749938469541394,22,43699.99999999999
v6-C7iYjv51mqtXAgxjCXw,Ute CrossFit East Draper,84020,Draper,40.5270483,-111.8633916,5.0,4,gyms,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,6,16,26,,1.6094379124341003,0.6488243744103859,22,43699.99999999999
HMcmX8DMgQs9pnak5U0Y-A,CRBJJ School,84020,Draper,40.5002534337339,-111.86741895704024,0.0,0,brazilianjiujitsu,379.7573321934437,0,0,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,0,9,22,,0.0,0.0,22,43699.99999999999
SE4Juscv4rS1xEk1jysb_g,Bailie's Gymnastics,84020,Draper,40.513137,-111.89373,3.5,10,gyms,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,1,16,30,,2.3978952727983707,0.5717328553768931,22,43699.99999999999
4qDx4OH5hXBCO4pP2RN3nQ,Kearns Oquirrh Park Fitness Center,84118,Salt Lake City,40.648895,-112.007071,3.9,35,gyms,,0,1,0,0,42853.0,90562.0,32.2,389700.0,12243.0,6.083588080181084,21.424404359088044,1,11,25,,3.58351893845611,0.7213672183830437,7,114762.49999999999
AphNEIK_AUE6MioTgJVThg,Aerobatics Gym,84020,Draper,40.49661,-111.89011,5.0,2,gyms,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,3,9,25,,1.0986122886681098,0.601588439863031,22,43699.99999999999
RjgKwuBWYeumnx5qm5lUqw,Premier Fitness and Massage,84065,Bluffdale,40.48978113897696,-111.91834463496482,5.0,2,healthtrainers,,0,1,0,0,50768.0,128192.0,34.3,632100.0,15790.0,16.644342893161046,18.113772455089823,1,7,18,,1.0986122886681098,0.601588439863031,13,65685.71428571429
Qc7mgmpTIERn2twEGBl24Q,Bobby Lawrence Karate of Draper,84020,Draper,40.527674052254,-111.870727,4.3,6,karate,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,7,15,30,,1.9459101490553132,0.6099378890944547,22,43699.99999999999
e7XMkv4Z5mfJh9TmqUfziA,Crossfit OUR,84020,Draper,40.5036326,-111.8969617,4.5,2,intervaltraininggyms,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,3,13,27,,1.0986122886681098,0.551588439863031,22,43699.99999999999
y0JIMu87lLswqQePQ1jWBQ,VASA Fitness - Draper,84020,Draper,40.531071,-111.887938,2.2,76,gyms,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,4,16,35,0.0,4.343805421853684,0.6216707444713477,22,43699.99999999999
JDrrcmvx644yZ_nOIBIUCg,First BJJ - Carlson Gracie Utah,84117,Murray,40.6516290857246,-111.851123265082,5.0,9,selfdefenseclasses,,0,1,0,0,24980.0,87813.0,40.9,648900.0,10702.0,24.171337069655724,20.144115292233785,1,22,49,,2.302585092994046,0.7129195437388769,18,26484.210526315786
5KWqfMdNNxHM1XJlELAHzg,CrossFit Draper,84020,Draper,40.51422820063761,-111.8871899250688,5.0,2,healthtrainers,,0,1,0,0,50278.0,128910.0,34.3,784800.0,16981.0,20.65316838378615,19.990850869167428,1,18,30,,1.0986122886681098,0.601588439863031,22,43699.99999999999
aMbkXq6KhKiNwFzHau6RRg,VASA Fitness - Kaysville,84037,Kaysville,41.03847,-111.94085,2.9,45,gyms,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,4,21,26,0.0,3.828641396489095,0.6440336388698849,19,28160.0
KVliI2nXUmpEAiCxKwfntg,Ovation Health,84025,Farmington,40.9918,-111.89777,0.0,0,chiropractors,876.1183710920562,0,0,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,2,10,14,,0.0,0.0,12,31161.53846153846
SCfkn72AH-erfZq1WaIKXQ,Body Image Builder,84025,Farmington,40.9855651855469,-111.892364501953,0.0,0,healthtrainers,1088.2150335793542,0,0,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,2,11,12,,0.0,0.0,12,31161.53846153846
LFddrm8xgG3-vkVHuveWog,Peak Performance,84025,Farmington,41.0020542,-111.9100345,0.0,0,healthtrainers,2189.233307215722,0,0,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,3,10,21,,0.0,0.0,12,31161.53846153846
etAIbsTWaeLVl0BmaeK2TA,Body Worx,84025,Farmington,41.0032782,-111.9107263,0.0,0,gyms,2229.9166976621746,0,0,0,0,25389.0,127338.0,32.6,650700.0,7209.0,18.67737996770255,15.955728858954664,3,10,20,,0.0,0.0,12,31161.53846153846
l5m3WJZ25Au2yzrkfQnhxg,Nimbus Athletics,84037,Kaysville,41.0347251,-111.9389335,5.0,1,gyms,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,6,18,28,,0.6931471805599453,0.5640951693284909,19,28160.0
66smPrCESsxDTRCTRx9rGg,Orangetheory Fitness,84037,Kaysville,41.04053,-111.96515,4.0,7,bootcamps,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,5,21,32,,2.0794415416798357,0.5922855079854729,19,28160.0
SclDRlYPzhIMI-uLgnkbaQ,Fat Albert's Gym & Fitness,84041,Layton,41.0610114,-111.966392,2.0,1,gyms,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,2,24,41,,0.6931471805599453,0.264095169328491,24,52860.0
zxzjOOrnK_ew0-zXzcWLTg,Pivot Fitness,84037,Kaysville,41.02915429999999,-111.9494488,5.0,1,healthtrainers,,0,1,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,2,14,28,,0.6931471805599453,0.5640951693284909,19,28160.0
hJDV8Vi9G0elQzJRsEXAAg,Gain Fitness,84101,Salt Lake City,40.760643294764,-111.888120740662,0.0,0,healthtrainers,24858.34120134578,0,0,0,0,9381.0,72735.0,31.8,499300.0,5727.0,23.89937106918239,48.150517002451764,15,56,84,,0.0,0.0,22,19639.130434782608
w5pWrcM3eAfUEmvBlOhIsA,Club Pilates,84041,Layton,41.0580066,-111.9586258,2.8,5,pilates,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,2,23,38,,1.791759469228055,0.44568360919152183,24,52860.0
M83j-Q-BZsPeVPg0hIuIlw,Gracie Barra,84041,Layton,41.06044259999999,-111.9459182,2.0,1,selfdefenseclasses,,0,1,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,3,18,44,,0.6931471805599453,0.264095169328491,24,52860.0
6HqyofDIs6n2vNWnLn6IXw,Premier Martial Arts - Kaysville,84037,Kaysville,41.03881,-111.94388,1.0,1,karate,,0,0,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,6,20,30,,0.6931471805599453,0.16409516932849094,19,28160.0
hUrpx9o9mBa6hEhTtAS2gA,Diamond Detox,84037,Fruit Heights,41.03149,-111.90136,0.0,0,c_and_mh,5271.094330044721,0,0,0,0,39415.0,134375.0,34.1,636700.0,11194.0,18.893822148928074,14.288976278066725,2,2,24,,0.0,0.0,19,28160.0
XdHq1cOoRr1-FrfgIaKTYQ,Estavel Brazilian Jiu-Jitsu,84041,Layton,41.060452,-111.946049,0.0,0,brazilianjiujitsu,9345.178713733056,0,0,0,0,55180.0,89604.0,30.8,443100.0,18592.0,11.31569409206234,23.948894527002537,3,18,44,,0.0,0.0,24,52860.0
