category_group,price,median_income,median_home_value,median_age,pct_bachelors,pct_prime_gym_age,total_pop,competition_1km,competition_3km,market_gap,gym_density_per_1k,income_per_competitor,is_thriving,id,name,zip_code,latitude,longitude
general_gym,0,82780.0,440200.0,28.4,17.347685800276565,28.516038068382095,36881.0,6,30,43820.833333333336,0.6236273419918115,2670.3225806451615,0.0,kKhYtuAyBorRpPKbNlXuJA,Planet Fitness,84057,40.299915100000035,-111.69797347547332
mind_body,0,52811.0,443600.0,23.1,12.022975623423928,62.85514149621743,35690.0,2,6,280412.5,0.1961333706920706,7544.428571428572,1.0,477TmE-gGd0FvtNTrovbcQ,The Yoga Underground,84606,40.239807,-111.642414
general_gym,0,95844.0,434000.0,35.6,11.281448640564072,19.41135623097057,37442.0,3,15,66072.72727272728,0.267079750013354,5990.25,0.0,lrR7nHfAnmyqKJhRYDe_QQ,VASA Fitness - Taylorsville,84129,40.6540870666504,-111.985427856445
general_gym,0,96056.0,459400.0,34.5,11.448227759812314,23.372011920613787,31542.0,1,14,105314.28571428572,0.19022256039566293,6403.733333333334,0.0,WZQSPiUp5ECpBQN3GgJOXA,EōS Fitness,84084,40.62164021253717,-111.97767310318532
general_gym,0,94306.0,413600.0,31.3,6.246185948542294,22.583121714994387,50799.0,1,4,163885.7142857143,0.11811256127089116,18861.2,0.0,685Y5TX2BHZBpzjaqrH_bw,VASA Fitness - West Valley City,84120,40.6979833,-112.0260185
general_gym,0,96056.0,459400.0,34.5,11.448227759812314,23.372011920613787,31542.0,1,16,105314.28571428572,0.19022256039566293,5650.35294117647,0.0,LD389V3iSnxUd1c80FBKGA,Planet Fitness,84084,40.6158391,-111.9782139
general_gym,0,71378.0,382600.0,30.7,8.106650689035352,25.604154184142203,50070.0,1,5,116545.45454545454,0.19972039145196724,11896.333333333334,0.0,69-B0Q_J8TIUCTAv-VnH6A,VASA Fitness - West Valley,84119,40.6949132,-111.9741402
general_gym,0,71378.0,382600.0,30.7,8.106650689035352,25.604154184142203,50070.0,0,8,116545.45454545454,0.19972039145196724,7930.888888888889,0.0,drlqdCsi8dVNcr8Dm9GTtw,Planet Fitness,84119,40.69075684,-111.95698214
general_gym,0,106732.0,528700.0,36.5,19.111498891191335,21.372741483985894,27507.0,1,24,45223.07692307692,0.4362525902497546,4269.28,0.0,MgOWNoxFY0A7TM9do5CGzw,VASA Fitness - Sandy,84094,40.6065340043134,-111.854436538658
general_gym,0,87813.0,648900.0,40.9,24.171337069655724,20.144115292233785,24980.0,3,16,26484.210526315783,0.7205764611689351,5165.470588235294,0.0,roKi_0acotWVQj0IzXYVPw,EōS Fitness,84117,40.650493,-111.86739
personal_training,0,65548.0,434700.0,33.0,15.275950418946058,34.35703898621979,28882.0,2,27,52226.31578947369,0.6232255383976179,2341.0,1.0,BxbL_sSn_ihCuy4wXYP8OQ,Iron Allies Fitness,84115,40.687680274504466,-111.883243
general_gym,0,126968.0,718200.0,39.1,19.50586525485311,16.529118654624728,38532.0,1,12,30328.571428571428,0.5190491020450535,9766.76923076923,0.0,F663vb20Ww_3wrpzGdMU2Q,Life Time,84095,40.551904,-111.918433
general_gym,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,1,16,39977.77777777778,0.4368832236842105,6795.0,0.0,2zzd75E5paPzmbDPXbyZCQ,Cottonwood Heights Community Recreation Center,84121,40.615181,-111.815983
general_gym,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,2,47,28364.864864864863,1.0223497003947406,2115.6458333333335,1.0,WGObQxXRjM94saham11mxA,UTE Crossfit,84106,40.7003648,-111.87325150429918
mind_body,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,14,43,28364.864864864863,1.0223497003947406,2307.9772727272725,1.0,UKrYF8zCRlBL1wK8L3-dMA,CorePower Yoga - Highlands SLC,84106,40.702428,-111.85247
general_gym,0,72735.0,499300.0,31.8,23.89937106918239,48.15051700245176,9381.0,13,53,19639.130434782608,2.3451657605798957,1346.9444444444443,0.0,nz1yt19QI3-8hOwu2nx9eQ,The Gym,84101,40.7655,-111.893465
general_gym,0,94194.0,556300.0,29.3,18.053742629517934,24.818832425620023,22217.0,5,25,45950.0,0.49511635234280055,3622.846153846154,0.0,-MvBi6YGLZw47W1eGq8sXA,VASA Fitness Orem - University,84097,40.3114710905209,-111.694564137136
general_gym,0,82780.0,440200.0,28.4,17.347685800276565,28.516038068382095,36881.0,3,23,43820.833333333336,0.6236273419918115,3449.1666666666665,0.0,IIyJn89yledA0AlsFEhAfg,VASA Fitness - Orem,84057,40.325794,-111.70988
personal_training,0,58617.0,243800.0,37.6,8.687317896028217,18.110719214844348,13042.0,4,5,29525.0,0.5367274957828554,9769.5,1.0,eq8Xe3BjBEb35PyI1KC18g,Tougher Personal Training,84501,39.59970612697956,-110.80967
personal_training,0,88236.0,422900.0,34.8,14.689430290819438,25.15044670077676,37721.0,1,9,63246.66666666667,0.37114604596908884,8823.6,0.0,w0PHE2q1n5371H5rkyqxBg,Planet Fitness,84403,41.19149167264029,-111.97273021224817
personal_training,0,78991.0,461900.0,32.3,14.882515095825678,23.601995274350223,30472.0,3,18,44950.0,0.4922551850879496,4157.421052631579,0.0,rUVt3rNKdsRS00kZ6DI8eA,Amplified Fitness,84070,40.57905,-111.90907
general_gym,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,3,8,78093.75,0.2512310320570797,12037.888888888889,0.0,UXfbvSJkBCKyhB3UQOr4oQ,VASA Fitness - Tooele,84074,40.5353574,-112.2982785
general_gym,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,2,19,37822.72727272727,0.5353319057815846,5257.1,0.0,oA8l3I3m79Fq75J_oLOmAA,VASA Fitness West Jordan,84088,40.608668,-111.940318
general_gym,0,95844.0,434000.0,35.6,11.281448640564072,19.41135623097057,37442.0,5,14,66072.72727272728,0.267079750013354,6389.6,0.0,_mjE0cDyGtdInrOwZq5gNA,Planet Fitness,84129,40.65421,-111.9415
general_gym,0,106732.0,528700.0,36.5,19.111498891191335,21.372741483985894,27507.0,0,16,45223.07692307692,0.4362525902497546,6278.35294117647,0.0,85VfsxmZKJg1MaExjgJtpQ,EōS Fitness,84094,40.56293398560531,-111.85101542111484
general_gym,0,128192.0,632100.0,34.3,16.644342893161046,18.113772455089823,50768.0,1,14,65685.71428571429,0.25606681374093915,8546.133333333333,0.0,I18RU1CfqAgniCoMCSrdtw,Anytime Fitness,84065,40.52252,-111.95824
general_gym,0,74553.0,472400.0,25.0,15.011823698680873,39.570927946665144,35099.0,8,23,126263.63636363634,0.2849084019487735,3106.375,0.0,WXXZDZXEDKHaZKSsarPHYA,EōS Fitness,84058,40.271844,-111.69307
general_gym,0,52199.0,548700.0,29.4,20.48250519252277,52.65484369175054,18777.0,8,56,109855.55555555556,0.4260531501304788,915.7719298245614,0.0,cC_zvJ0gCnqkJCXtfYDWAw,EōS Fitness,84102,40.757975,-111.87047
general_gym,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,2,20,28364.864864864863,1.0223497003947406,4835.761904761905,0.0,quNIUDglqKfmfxaoCwHPxg,Anytime Fitness,84106,40.72535,-111.82375
personal_training,0,99562.0,686100.0,35.0,25.20965476139798,30.445702609510025,23491.0,9,54,55015.38461538461,0.5108339364011749,1810.2181818181818,1.0,FqYvAqhTKkqXb6SK1s3dAg,Pinnacle Performance,84105,40.73665,-111.85942
martial_arts,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,9,53,28364.864864864863,1.0223497003947406,1880.5740740740741,0.0,YraunqNoi1Rb6eeoxA7TOA,Fairmont Aquatic Center,84106,40.72226,-111.86102
general_gym,0,120854.0,838600.0,33.6,22.885216614560072,29.28539526574363,22390.0,5,19,72855.55555555556,0.35730236712818225,6042.7,0.0,RmuwaCx1d4a05ZUksY08Nw,Bodywise Fitness,84108,40.7396363,-111.827483
mind_body,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,1,52,28364.864864864863,1.0223497003947406,1916.0566037735848,1.0,0hhn30cI72QnBW5INhIc8A,The Point Pilates,84106,40.712864840983656,-111.86527833224208
general_gym,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,14,49,28364.864864864863,1.0223497003947406,2031.02,0.0,4eKKuk9qEmINX6w5kVXpLg,VASA Fitness - Brickyard,84106,40.701455,-111.858156
general_gym,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,2,47,28364.864864864863,1.0223497003947406,2115.6458333333335,0.0,fFNBtTf1EImtXALpuSmNUQ,Planet Fitness,84106,40.7006437,-111.87337131396464
other,0,87813.0,648900.0,40.9,24.171337069655724,20.144115292233785,24980.0,3,18,26484.210526315783,0.7205764611689351,4621.736842105263,0.0,g4dPQBW1dMSqi7eS3Y8AsQ,The Sports Mall,84117,40.6522775,-111.8650777
personal_training,0,72108.0,458300.0,35.7,18.558695140758555,28.24319732336566,38257.0,3,15,83115.38461538461,0.31366808688606007,4506.75,0.0,HsDDxlHNy65BuMKzTzc5Xg,Planet Fitness,84107,40.63996145243196,-111.8906497958236
general_gym,0,52952.0,440200.0,32.6,25.77843842904084,44.10107964324832,12782.0,14,56,37580.0,1.095290251916758,928.9824561403509,0.0,UxXA5nZeWsx9BbC9N2pVRg,Planet Fitness,84111,40.76100337346323,-111.88597656806787
general_gym,0,87813.0,648900.0,40.9,24.171337069655724,20.144115292233785,24980.0,1,20,26484.210526315783,0.7205764611689351,4181.571428571428,0.0,Uj1zyG78mtvablSwQCXkRQ,VASA Fitness Murray - Van Winkle,84117,40.6512201,-111.8513062
general_gym,0,81271.0,464500.0,34.7,13.40745938360231,25.4196577967291,37054.0,4,14,188380.00000000003,0.10795055864414098,5418.066666666667,0.0,BywznA0C3CoTEnlnCQV0bg,EōS Fitness,84123,40.650217,-111.942401
general_gym,0,69148.0,400500.0,23.9,12.23163513983985,36.7335886426057,51702.0,2,14,105511.11111111112,0.3288073962322541,4609.866666666667,0.0,lDFC0qnAeuin62UNpxtidg,KUBEX Fitness,84321,41.748745,-111.8386931
general_gym,0,69148.0,400500.0,23.9,12.23163513983985,36.7335886426057,51702.0,5,11,105511.11111111112,0.3288073962322541,5762.333333333333,0.0,pYCEIE_zHBMgQ6ONKoYUuw,Planet Fitness,84321,41.71356847667204,-111.83627518532002
general_gym,0,85057.0,396800.0,34.3,10.85647348581555,21.90818027542914,66587.0,0,14,145880.0,0.13516151801402676,5670.466666666666,0.0,6Je0OOZbnnDJGBDCKDmvsA,VASA Fitness - Ogden,84404,41.245158,-111.967953
mind_body,0,68444.0,549400.0,40.6,18.25224374114313,20.746339159187528,10585.0,7,11,14639.999999999998,1.3226263580538498,5703.666666666667,1.0,gImsCGfVkdvmq6-ZJYYDKQ,Moab Yoga,84532,38.573315218091,-109.550013318658
general_gym,0,52811.0,443600.0,23.1,12.022975623423928,62.85514149621743,35690.0,2,6,280412.5,0.1961333706920706,7544.428571428572,0.0,8enPIfKhnbQWUlNNtTAwRg,VASA Fitness - Provo,84606,40.2402918,-111.6421309
general_gym,0,90252.0,455800.0,28.7,14.914243102162567,23.669456182506146,36207.0,1,13,47611.11111111111,0.4695224680310437,6446.571428571428,0.0,aldwZMVddSl1JtmI5jEqMw,Anytime Fitness,84663,40.16147439025037,-111.5984023
general_gym,0,104355.0,489000.0,28.3,15.381923718173024,20.34044830496264,48583.0,6,13,61762.5,0.3087499742708355,7453.928571428572,0.0,5Wh3wdXeAwQzh6ouTp9MCw,VASA Fitness Spanish Fork,84660,40.118132141585946,-111.63980220559962
martial_arts,0,104355.0,489000.0,28.3,15.381923718173024,20.34044830496264,48583.0,6,13,61762.5,0.3087499742708355,7453.928571428572,0.0,yq3J7JRH8aqNB7ZHxmQkuQ,Bobby Lawrence Karate Schools,84660,40.122572891394,-111.640413480599
other,1,67670.0,420000.0,29.5,12.085732067838803,26.99159794616462,25708.0,4,14,49564.285714285725,0.50567916601836,4511.333333333333,1.0,p0RIAexkAK_9zplkeNGomA,Bristlecone Company,84720,37.6772092,-113.0629215
martial_arts,0,67670.0,420000.0,29.5,12.085732067838803,26.99159794616462,25708.0,2,10,49564.285714285725,0.50567916601836,6151.818181818182,1.0,gn3MmVm3PXEJIAiiPpEjOQ,Mixed Grappling Arts - Brazilian Jiu Jitsu,84720,37.66168058682063,-113.06937911007763
general_gym,0,67670.0,420000.0,29.5,12.085732067838803,26.99159794616462,25708.0,2,9,49564.285714285725,0.50567916601836,6767.0,0.0,drJ1R2s5QL23qvsECgvStQ,VASA Fitness - Cedar City,84720,37.6582987,-113.0827093
mind_body,0,63333.0,760200.0,52.8,9.95475113122172,21.87028657616893,663.0,3,3,3625.0,4.524886877828055,15833.25,1.0,jm5b9Mex706cS9ktl7yLnQ,Massage Zion,84767,37.18720293239167,-113.0001983
martial_arts,0,75545.0,460400.0,42.4,12.447144792479166,16.412824828605444,24359.0,0,0,33316.666666666664,0.45157847202266105,75545.0,1.0,U5GXTd-ZPSg_IGRPeFmggw,Bear Pit & The Modern Day Spartans,84737,37.166575,-113.425335
climbing_outdoor,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,3,12,29816.129032258064,0.5367494453589065,7004.153846153846,1.0,zUK5IcQoMvbvaOdS4nTQ9w,Contact Climbing Gym,84790,37.12325978489705,-113.52479204064318
general_gym,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,0,13,29816.129032258064,0.5367494453589065,6503.857142857143,1.0,XAANnIWWBW6dIr86zSMjzw,Fitness Culture,84790,37.114133765431006,-113.5198830697091
general_gym,0,75545.0,460400.0,42.4,12.447144792479166,16.412824828605444,24359.0,5,10,33316.666666666664,0.45157847202266105,6867.727272727273,1.0,K9QWxbAvL878ielT8_T7cw,Anytime Fitness,84737,37.1769981384277,-113.295356750488
martial_arts,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,4,20,29816.129032258064,0.5367494453589065,4335.9047619047615,1.0,DmgYdp-T45S4-bDL0Ex3VA,Red Rock Martial Arts,84790,37.10774,-113.56142
mind_body,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,3,17,29816.129032258064,0.5367494453589065,5058.555555555556,1.0,RcuZZHgUjCJR00rMkf9jkw,Sun Rock Yoga,84790,37.1000435894623,-113.539462929548
other,0,70024.0,458300.0,38.3,13.899621877389096,20.796743599809904,48397.0,4,17,41937.49999999999,0.4752360683513441,3890.222222222222,1.0,Cq29cyQFyG0Z8vHOao9w7A,ZACI Yoga,84770,37.1147552313139,-113.595572955847
martial_arts,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,2,15,29816.129032258064,0.5367494453589065,5690.875,1.0,0kgzZzAVXx2LIH2iJI7oOQ,Ace Martial Arts,84790,37.122912,-113.531844
general_gym,0,70024.0,458300.0,38.3,13.899621877389096,20.796743599809904,48397.0,4,16,41937.49999999999,0.4752360683513441,4119.058823529412,0.0,UObLcIKRv4804o1tnNKZvg,Performance Fitness PF247,84770,37.1181134,-113.5963249
general_gym,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,0,17,29816.129032258064,0.5367494453589065,5058.555555555556,0.0,3DaB8fB2_6CYJSrXfMJSCQ,Summit Athletic Club,84790,37.083609184550824,-113.55118660584672
general_gym,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,0,16,29816.129032258064,0.5367494453589065,5356.117647058823,0.0,LfmfN16wFcvlpQ8oHvUqtg,VASA Fitness - Saint George,84790,37.11673,-113.541999
general_gym,0,91054.0,552700.0,38.4,15.315250840907463,16.53725041150791,55892.0,0,1,29816.129032258064,0.5367494453589065,45527.0,1.0,XGVXeChEuzX6W1HzkyYIzw,Burn Boot Camp,84790,37.0506219,-113.5224795
