category_group,price,median_income,median_home_value,median_age,pct_bachelors,pct_prime_gym_age,total_pop,competition_1km,competition_3km,market_gap,gym_density_per_1k,income_per_competitor,success_score,id,name,zip_code,latitude,longitude
personal_training,0,88236.0,422900.0,34.8,14.689430290819438,25.15044670077676,37721.0,0,10,63246.66666666667,0.37114604596908884,8021.454545454545,0.5640951693284909,E-cYoIRwtlg7bCGmr9QCuw,Training for Warriors Ogden,84403,41.196975,-111.94954
personal_training,0,88236.0,422900.0,34.8,14.689430290819438,25.15044670077676,37721.0,1,13,63246.66666666667,0.37114604596908884,6302.571428571428,0.5640951693284909,DscjdwiBpucGFTswMdJ2Sw,Kratos Fitness & Performance Group,84403,41.18374,-111.94993
martial_arts,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,3,8,65314.28571428572,0.3351033664999742,10123.888888888889,0.0,4QnCLnzAS8jHOH9pEQHXOQ,Erik's Martial Arts,84067,41.1766251815523,-112.065235515809
other,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,8,17,64425.0,0.39335030950458566,4486.555555555556,0.563176879726062,yigPMXV6FwDfZ2B3cq2YgA,Salomon Center,84401,41.22554,-111.97168
general_gym,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,2,4,65314.28571428572,0.3351033664999742,18223.0,0.0,OAdO7NctEZ_2zslkcJ58Vw,The Gym,84067,41.21389,-112.03018
martial_arts,0,85057.0,396800.0,34.3,10.85647348581555,21.90818027542914,66587.0,2,13,145880.0,0.13516151801402676,6075.5,0.5640951693284909,d1Q2hrpXEb3h6cXjPIXBew,MP USA,84404,41.23654,-111.97834
martial_arts,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,6,11,65314.28571428572,0.3351033664999742,7592.916666666667,0.0,GAnywCaQRcxeEQyeGhrKGQ,MOD Taekwondo Elite - Roy,84067,41.1575833,-112.026465
general_gym,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,4,10,65314.28571428572,0.3351033664999742,8283.181818181818,0.0,LX16sRowV6ZkMD8zrcDAIg,American Health & Fitness,84067,41.165599822998,-112.027557373047
other,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,6,15,64425.0,0.39335030950458566,5047.375,0.401588439863031,tpQkyr9epYmPlT4M8HgkDw,Brooke's Innovative Services,84401,41.227202,-111.96851
general_gym,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,1,17,64425.0,0.39335030950458566,4486.555555555556,0.5288243744103859,Fi7S8YgsHaSDbeYiF_NDIQ,Ninja Warehouse,84401,41.2079811,-111.979393
general_gym,0,91115.0,382600.0,33.0,10.398515234314583,23.570655255967417,38794.0,4,12,65314.28571428572,0.3351033664999742,7008.846153846154,0.0,foKhpLtMyczgLZgVX_xzsQ,Rocky Mountain Athletic Center,84067,41.1548042297363,-112.027671813965
personal_training,0,88236.0,422900.0,34.8,14.689430290819438,25.15044670077676,37721.0,1,9,63246.66666666667,0.37114604596908884,8823.6,0.573321295239924,w0PHE2q1n5371H5rkyqxBg,Planet Fitness,84403,41.19149167264029,-111.97273021224817
personal_training,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,0,3,64425.0,0.39335030950458566,20189.5,0.0,cXG8qG9MsnK6XKTHlkBZ5A,Team Crazy Fit,84401,41.21034,-112.04699
personal_training,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,1,4,64425.0,0.39335030950458566,16151.6,0.0,n_fP2rPbvKFFdem8GrkRIQ,Thrive on the Basic,84401,41.2220306396484,-112.029510498047
general_gym,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,0,10,64425.0,0.39335030950458566,7341.636363636364,0.0,xXao7l6AlaYvWlJOfPTf6w,Iron Sharpens Iron,84401,41.211503258973785,-112.00489166183164
general_gym,0,80758.0,439900.0,31.5,11.752893195039643,26.675361778771503,48303.0,8,17,64425.0,0.39335030950458566,4486.555555555556,0.3488243744103859,rC56M0TcAPzgazyxQquyQA,Irock Climbing Wall,84401,41.22554,-111.97168
general_gym,0,78991.0,461900.0,32.3,14.882515095825678,23.601995274350223,30472.0,3,18,44950.0,0.4922551850879496,4157.421052631579,0.4981903386569819,2sp3uqYlw9Xa_0mfGAqHcg,The Refinery Gym,84070,40.57909442005868,-111.9092947371282
personal_training,0,78991.0,461900.0,32.3,14.882515095825678,23.601995274350223,30472.0,3,18,44950.0,0.4922551850879496,4157.421052631579,0.565828024705384,rUVt3rNKdsRS00kZ6DI8eA,Amplified Fitness,84070,40.57905,-111.90907
general_gym,0,106732.0,528700.0,36.5,19.111498891191335,21.372741483985894,27507.0,7,20,45223.07692307692,0.4362525902497546,5082.476190476191,0.6281903386569818,ciB4Ftw1o8vfGJd8cxatPw,Freedom Fitness Boot Camp,84094,40.5815761,-111.8708899
martial_arts,0,78991.0,461900.0,32.3,14.882515095825678,23.601995274350223,30472.0,1,16,44950.0,0.4922551850879496,4646.529411764706,0.6281903386569818,CSftVP0Yd5dVGMc6OtCmpg,US Taekwondo,84070,40.55691782264351,-111.89017600327936
other,0,106732.0,528700.0,36.5,19.111498891191335,21.372741483985894,27507.0,7,20,45223.07692307692,0.4362525902497546,5082.476190476191,0.5640951693284909,OfXCjwIX9tOUiRwFwVZefQ,Eclectic Wellness,84094,40.5799,-111.8665
martial_arts,0,78991.0,461900.0,32.3,14.882515095825678,23.601995274350223,30472.0,3,20,44950.0,0.4922551850879496,3761.4761904761904,0.5640951693284909,Ox62cSG4ZmrtLOEf_JP3Bw,Hidden Valley Mixed Martial Arts,84070,40.57209,-111.87291
martial_arts,0,78991.0,461900.0,32.3,14.882515095825678,23.601995274350223,30472.0,3,19,44950.0,0.4922551850879496,3949.55,0.5056836091915219,ZZppFsyHkaAc1ipKI6HgGw,Unified Krav Maga,84070,40.57928,-111.90779
martial_arts,0,106732.0,528700.0,36.5,19.111498891191335,21.372741483985894,27507.0,3,25,45223.07692307692,0.4362525902497546,4105.076923076923,0.6022855079854728,CcnfpHtTgnXvq1VOUXI7gA,Bobby Lawrence Karate,84094,40.5818581,-111.8532317
mind_body,0,138556.0,698900.0,40.8,22.872942063591807,13.430522391185958,23871.0,3,18,35622.22222222222,0.3351346822504294,7292.421052631579,0.6256836091915219,nPenHlkKoqORk75ATAXY0A,Club Pilates,84093,40.581997,-111.831427
general_gym,0,138556.0,698900.0,40.8,22.872942063591807,13.430522391185958,23871.0,3,20,35622.22222222222,0.3351346822504294,6597.9047619047615,0.6281903386569818,GEORDxp0T9h5jFpT43k5Jg,Koko Fit Club,84093,40.5803506,-111.8389302
general_gym,0,78991.0,461900.0,32.3,14.882515095825678,23.601995274350223,30472.0,0,19,44950.0,0.4922551850879496,3949.55,0.0,vliexWPpZuBcrbHuRQZKTA,Parkour Utah,84070,40.57709383142523,-111.8890377000256
martial_arts,0,126968.0,718200.0,39.1,19.50586525485311,16.529118654624728,38532.0,1,18,30328.571428571428,0.5190491020450535,6682.526315789473,0.601588439863031,Jya0MrfpTuLFaw0pm74i0Q,Impact Martial Arts,84095,40.58737765595745,-111.922245173308
general_gym,0,138556.0,698900.0,40.8,22.872942063591807,13.430522391185958,23871.0,3,19,35622.22222222222,0.3351346822504294,6927.8,0.601588439863031,aWyAUDzdQgKYdUiJsKz4jQ,Dialed In Fitness,84093,40.5935856,-111.832256
mind_body,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,4,9,78093.75,0.2512310320570797,10834.1,0.601588439863031,-VmnLddzTnWpwWFrGYEWQg,Red Tree Yoga Studio,84074,40.550074,-112.296273
general_gym,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,3,8,78093.75,0.2512310320570797,12037.888888888889,0.5960817922623463,UXfbvSJkBCKyhB3UQOr4oQ,VASA Fitness - Tooele,84074,40.5353574,-112.2982785
mind_body,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,4,9,78093.75,0.2512310320570797,10834.1,0.0,j3oBo69xuSFOlBn-u8pDMg,HOTWORX - Tooele,84074,40.5501191,-112.2962478
other,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,3,8,78093.75,0.2512310320570797,12037.888888888889,0.0,XvZ9EG7JJuwG2CrSSPh85g,Graceful Serenity,84074,40.5451475,-112.2981451
other,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,3,9,78093.75,0.2512310320570797,10834.1,0.0,oD0VL1dOrhqe9xgShLBVNw,Flourish Wellness Consulting,84074,40.554468927465706,-112.2997349
general_gym,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,3,8,78093.75,0.2512310320570797,12037.888888888889,0.3288243744103859,A3zE1flneJGdJPjk2jU0Iw,Anytime Fitness,84074,40.535,-112.29949
mind_body,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,0,4,78093.75,0.2512310320570797,21668.2,0.0,3MJ-hm5QMcOQxd75-h7kgg,Radiance Yoga,84074,40.5725129,-112.293692
martial_arts,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,0,0,78093.75,0.2512310320570797,108341.0,0.0,JHhe1kFWKlnHdvRJmBFc2w,Tooele Martial Arts Academy,84074,40.53154576456471,-112.33899907374278
martial_arts,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,3,9,78093.75,0.2512310320570797,10834.1,0.0,4rIsKBQ2Q-naRzgliVmrhQ,Korean Tigers Taekwondo,84074,40.5553066,-112.2972956
martial_arts,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,3,8,78093.75,0.2512310320570797,12037.888888888889,0.0,dcLTi_KJjmQgg_UkFIZX3Q,InnerWay Martial Arts,84074,40.5408173,-112.2982254
general_gym,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,2,8,78093.75,0.2512310320570797,12037.888888888889,0.0,6x_5SAyNOSj0gaGVQ2TAKg,Sweat Fitness Center,84074,40.5299339294434,-112.299339294434
martial_arts,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,0,0,78093.75,0.2512310320570797,108341.0,0.0,-fPEXrViy2HrADU3I-1ceQ,Tigers Tae Kwondo,84074,40.6013108,-112.2944014
personal_training,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,18,57,78093.75,0.2512310320570797,1867.948275862069,0.0,2o3FxGyfs27sCaugR94IQg,Sport Moon,84074,40.75847626,-111.88814545
personal_training,0,108341.0,422600.0,32.4,9.198405520383211,20.927544970354734,59706.0,0,1,78093.75,0.2512310320570797,54170.5,0.0,8iHNPyAYvduetc_xTaRBvQ,Salt City Fitness,84074,40.63556714666559,-112.30544583446056
personal_training,0,133286.0,573600.0,28.8,13.99634266422844,16.865944577296386,35545.0,0,4,74937.5,0.19693346462230976,26657.2,0.1640951693284909,1ncZMNkihm-GTZzS-SgT7A,Elite Skills Academy,84075,41.06724,-112.04076
general_gym,0,133286.0,573600.0,28.8,13.99634266422844,16.865944577296386,35545.0,2,7,74937.5,0.19693346462230976,16660.75,0.1640951693284909,LxsJbLbigOkanul2LtnEjw,Snap Fitness,84075,41.08892,-112.06664
personal_training,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,6,18,37822.72727272727,0.5353319057815846,5533.789473684211,0.601588439863031,VjV-__gKkXnCGV8p3Hy19A,Athletic Republic - West Jordan,84088,40.59043264750409,-111.939511348807
personal_training,0,119970.0,546400.0,31.4,12.428795351148832,20.5776656344382,52314.0,0,1,269125.0,0.05734602592040372,59985.0,0.0,RUbkQHE70MbZpmraQAy9KA,Tasha Moors Fitness,84081,40.5993537902832,-112.046730041504
personal_training,0,119970.0,546400.0,31.4,12.428795351148832,20.5776656344382,52314.0,0,6,269125.0,0.05734602592040372,17138.571428571428,0.0,1feZGGrJGRVEjtMB9FuhZQ,Solum Fitness,84081,40.599922,-112.032021
general_gym,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,2,19,37822.72727272727,0.5353319057815846,5257.1,0.6203507033678715,oA8l3I3m79Fq75J_oLOmAA,VASA Fitness West Jordan,84088,40.608668,-111.940318
general_gym,0,96056.0,459400.0,34.5,11.448227759812314,23.372011920613787,31542.0,4,9,105314.28571428572,0.19022256039566293,9605.6,0.0,6bRL2Lk2u1n6qNDDS-Az2w,Snap Fitness,84084,40.610225,-112.004692
martial_arts,0,81271.0,464500.0,34.7,13.40745938360231,25.4196577967291,37054.0,2,12,188380.00000000003,0.10795055864414098,6251.615384615385,0.5788243744103858,gBjN_izjgFjxsH3GcdkB8g,Tony Martinez Sr Kenpo Karate,84123,40.6628596,-111.9395336
martial_arts,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,5,11,37822.72727272727,0.5353319057815846,8761.833333333334,0.1640951693284909,_W7wZGfDgpMl5ZfMfbHjmw,Gracie Barra West Jordan,84088,40.60570824198013,-111.99787428863206
general_gym,0,95844.0,434000.0,35.6,11.281448640564072,19.41135623097057,37442.0,5,14,66072.72727272728,0.267079750013354,6389.6,0.7131147688205166,_mjE0cDyGtdInrOwZq5gNA,Planet Fitness,84129,40.65421,-111.9415
mind_body,1,145034.0,731200.0,36.2,25.520670216097713,20.991230817413093,25544.0,0,8,53620.000000000015,0.35233322893830255,16114.888888888889,0.601588439863031,CMRPwjuszYXeNlaBxIatCg,Massage By Miloh,84109,40.6355344,-111.9382433
other,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,4,21,37822.72727272727,0.5353319057815846,4779.181818181818,0.5640951693284909,lnZDrk4rkIhX8bGbjbxQ3Q,Rising Phoenix Massage and Wellness,84088,40.583523,-111.9376355
other,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,3,19,37822.72727272727,0.5353319057815846,5257.1,0.5640951693284909,MzA-vYauIlllgiZmXo9-6Q,Just Relax in Motion,84088,40.596369,-111.937571
mind_body,0,101551.0,567900.0,35.4,25.624059296282624,29.804333626785564,35213.0,11,43,28364.864864864863,1.0223497003947406,2307.9772727272725,0.6656836091915219,hFuiPj1At24fhM_Gqjpbtg,Woven Heart,84106,40.6993888,-111.86488367282114
martial_arts,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,5,19,37822.72727272727,0.5353319057815846,5257.1,0.5640951693284909,TmlI0PFaX0mq541y9qKtzg,Twin Tigers Tae Kwon Do Utah,84088,40.5886421950154,-111.928898788151
other,0,132774.0,531900.0,35.0,14.64183722037125,19.11589719181342,16808.0,2,6,45900.0,0.3569728700618753,18967.714285714286,0.0,w3QyHNGyyR0oHVI74jdxlw,Results Pro Training,84087,40.8775029,-111.9293911
personal_training,0,132774.0,531900.0,35.0,14.64183722037125,19.11589719181342,16808.0,2,10,45900.0,0.3569728700618753,12070.363636363636,0.0,y_tU5Zyaysa9yigVfc5Q9A,Kingdom Klub Training Center,84087,40.87502,-111.92917
other,0,132774.0,531900.0,35.0,14.64183722037125,19.11589719181342,16808.0,0,25,45900.0,0.3569728700618753,5106.692307692308,0.0,LWYPxh4SdImhIjJ1d9MkpQ,Blended Bodyworks,84087,40.87515,-111.90238
personal_training,0,102445.0,526300.0,32.8,19.112030893302897,22.3848435066459,46871.0,14,23,47690.90909090909,0.4480382325958482,4268.541666666667,0.0,pSUynKiIvQKWyTXpdM3Lwg,F45 Training Bountiful,84010,40.88403,-111.88638
mind_body,0,102445.0,526300.0,32.8,19.112030893302897,22.3848435066459,46871.0,12,23,47690.90909090909,0.4480382325958482,4268.541666666667,0.0,q9-DE0f_rqnQyQ7i_sukJQ,Renew and Restore Yoga,84010,40.8844002,-111.8827951
general_gym,0,102445.0,526300.0,32.8,19.112030893302897,22.3848435066459,46871.0,13,22,47690.90909090909,0.4480382325958482,4454.130434782609,0.0,Cnhl7OQzFGDWoB0HOMPV2g,The Refinery Gym,84010,40.87840388212455,-111.8908138
personal_training,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,2,17,37822.72727272727,0.5353319057815846,5841.222222222223,0.0,bhaApdCTo2OwJdmCllcNjg,Rethinking Fitness with Anne,84088,40.595154289651006,-111.96092497793492
personal_training,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,2,17,37822.72727272727,0.5353319057815846,5841.222222222223,0.0,-SC6IMx8rPVrFvZxuwedUQ,D&D fitness and nutrition,84088,40.595154289651006,-111.96092497793492
personal_training,0,138556.0,698900.0,40.8,22.872942063591807,13.430522391185958,23871.0,3,16,35622.22222222222,0.3351346822504294,8150.35294117647,0.6099378890944547,d6QBZj31LWX33HEDpm6spg,F45 Training Sandy,84093,40.5818446410031,-111.83077750000167
personal_training,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,1,24,39977.77777777778,0.4368832236842105,4620.6,0.601588439863031,sDSCzXetkaX8per7tOUOZg,Leverage Fitness Solutions,84121,40.6088387,-111.8322924
martial_arts,0,138556.0,698900.0,40.8,22.872942063591807,13.430522391185958,23871.0,3,18,35622.22222222222,0.3351346822504294,7292.421052631579,0.6281903386569818,jUAwfWxnGmQt7mv-OpbjPA,Tiger Rock Martial Arts,84093,40.5820216,-111.8318514
personal_training,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,5,19,39977.77777777778,0.4368832236842105,5775.75,0.6488243744103859,xoCASF7UeKcZpomcuu2-3Q,Fitness Together,84121,40.62399,-111.82619
mind_body,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,6,20,39977.77777777778,0.4368832236842105,5500.714285714285,0.585683609191522,lnt4MtebpCVv7WH_0KuxKQ,Intermountain Pilates Training Center,84121,40.6226577758789,-111.834838867188
martial_arts,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,1,15,39977.77777777778,0.4368832236842105,7219.6875,0.5640951693284909,J4yZ88RQPyOTvpGTq-0TLw,Echo Martial Arts,84121,40.6388341,-111.8332668
martial_arts,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,0,8,39977.77777777778,0.4368832236842105,12835.0,0.5640951693284909,0Okl2Kts-wzaAnTC70EvmA,Temple MMA,84121,40.6092851,-111.7978445
mind_body,0,138556.0,698900.0,40.8,22.872942063591807,13.430522391185958,23871.0,3,19,35622.22222222222,0.3351346822504294,6927.8,0.6281903386569818,tXajD3HnY0BeyKyxU4G3YA,Pilates By Robyn,84093,40.59198,-111.83296
mind_body,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,3,10,43699.99999999999,0.43756712677513027,11719.09090909091,0.4640951693284909,H6xhlmBobj9Tx6JA9g6Epg,Studio Core Pilates,84020,40.526676,-111.850765
martial_arts,0,128910.0,784800.0,34.3,20.65316838378615,19.990850869167428,50278.0,4,11,43699.99999999999,0.43756712677513027,10742.5,0.5640951693284909,dhzVfrpmDXt1L5B9Jcf8tw,Master Seung's World Class TaeKwonDo,84020,40.529345390331,-111.85532267055424
general_gym,0,106732.0,528700.0,36.5,19.111498891191335,21.372741483985894,27507.0,0,16,45223.07692307692,0.4362525902497546,6278.35294117647,0.6370490023479176,85VfsxmZKJg1MaExjgJtpQ,EōS Fitness,84094,40.56293398560531,-111.85101542111484
personal_training,0,151500.0,764800.0,43.2,21.35546634841416,12.509493327546926,27651.0,0,0,49414.285714285725,0.21699034392969513,151500.0,0.0,9IT242SUVHNFlaaoLkS4Iw,CT Johnson Personal Training,84092,40.57033,-111.75987
personal_training,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,3,20,39977.77777777778,0.4368832236842105,5500.714285714285,0.5640951693284909,FBwXLQpdzA0tF6Ql09zmmA,Stretch Zone,84121,40.62413,-111.83843
martial_arts,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,5,19,39977.77777777778,0.4368832236842105,5775.75,0.5640951693284909,uCj3U1d_c9-RZZDpU-FaIg,IMA Utah Karate,84121,40.62366,-111.82603
personal_training,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,3,20,39977.77777777778,0.4368832236842105,5500.714285714285,0.5640951693284909,hpdTdAVzlklUnpPU11yKHw,Curves,84121,40.624101,-111.838592
other,0,115515.0,659900.0,41.1,24.097964638157897,18.493009868421055,38912.0,1,18,39977.77777777778,0.4368832236842105,6079.736842105263,0.0,F3gDFEJOrnvPHXMJXGJUDw,Whetwork,84121,40.610061,-111.819526
other,0,106732.0,528700.0,36.5,19.111498891191335,21.372741483985894,27507.0,4,22,45223.07692307692,0.4362525902497546,4640.521739130435,0.5640951693284909,jPrZn8dBoYEjwwqM8uF1YA,Revival Equine,84094,40.57182358100959,-111.86213614439605
personal_training,0,126968.0,718200.0,39.1,19.50586525485311,16.529118654624728,38532.0,4,16,30328.571428571428,0.5190491020450535,7468.705882352941,0.0,KAcnWYxioz8rouxeSd7Vkw,SigmaFit Personal Training & Athletic Conditioning,84095,40.5550865538087,-111.982748376333
general_gym,0,122881.0,586800.0,29.7,16.3840596222672,23.319437556130453,74603.0,5,9,124264.28571428572,0.1742557269814887,12288.1,0.1640951693284909,I0zJ94xuIUVlRUjzipHddA,Laionebuilt Fitness,84096,40.512587,-112.02566
mind_body,0,122881.0,586800.0,29.7,16.3840596222672,23.319437556130453,74603.0,5,9,124264.28571428572,0.1742557269814887,12288.1,0.0,ruaYd6xXcPo6hPD2w8hFgw,A Beautiful SurpriZe,84096,40.5114,-112.02562
personal_training,0,122881.0,586800.0,29.7,16.3840596222672,23.319437556130453,74603.0,0,0,124264.28571428572,0.1742557269814887,122881.0,0.1640951693284909,A8felsiSkGLMlDPtM93fXQ,The Academy - Farmgate,84096,40.4848882020494,-112.071681983467
mind_body,0,122881.0,586800.0,29.7,16.3840596222672,23.319437556130453,74603.0,5,9,124264.28571428572,0.1742557269814887,12288.1,0.0,MTo8gBl9BDBaSTJJDb8TZg,Pilates Collective,84096,40.51139692636327,-112.0256068
martial_arts,0,105142.0,482500.0,34.5,12.977974915876414,21.211889466707454,39228.0,5,16,37822.72727272727,0.5353319057815846,6184.823529411765,0.4981903386569819,q9_c0x2rhiBK_O7gkidkDg,KMR Self Defense & Fitness,84088,40.5246649,-111.9789841
general_gym,0,122881.0,586800.0,29.7,16.3840596222672,23.319437556130453,74603.0,3,16,124264.28571428572,0.1742557269814887,7228.294117647059,0.601588439863031,pMzOVyRXTJNVglB7gONMcg,Orangetheory Fitness,84096,40.508994,-111.999024
general_gym,0,128192.0,632100.0,34.3,16.644342893161046,18.113772455089823,50768.0,2,18,65685.71428571429,0.25606681374093915,6746.9473684210525,0.5640951693284909,zHOE474MdIV5rks1i5rIzA,Skol CrossFit,84065,40.52158933,-111.97079933
mind_body,0,122881.0,586800.0,29.7,16.3840596222672,23.319437556130453,74603.0,3,16,124264.28571428572,0.1742557269814887,7228.294117647059,0.251588439863031,SWG-idXstxZnScX_alVvgA,HOTWORX - Riverton,84096,40.50916,-111.99903
general_gym,0,128192.0,632100.0,34.3,16.644342893161046,18.113772455089823,50768.0,1,14,65685.71428571429,0.25606681374093915,8546.133333333333,0.4897787785200128,I18RU1CfqAgniCoMCSrdtw,Anytime Fitness,84065,40.52252,-111.95824
personal_training,0,75571.0,582000.0,23.4,14.24385442995504,44.41138971525712,44707.0,4,19,124093.75,0.33551792784127765,3778.55,0.5640951693284909,JIoBsLYP4jzEfTK_wSu3lQ,Leantrition,84604,40.2761917,-111.6510925
general_gym,0,74553.0,472400.0,25.0,15.011823698680873,39.570927946665144,35099.0,8,23,126263.63636363634,0.2849084019487735,3106.375,0.4713731144772927,WXXZDZXEDKHaZKSsarPHYA,EōS Fitness,84058,40.271844,-111.69307
mind_body,0,75571.0,582000.0,23.4,14.24385442995504,44.41138971525712,44707.0,3,13,124093.75,0.33551792784127765,5397.928571428572,0.0,p9kpiB9WZdOtdbILYrqP1w,Resistance Pilates,84604,40.29888888963213,-111.65930257256365
personal_training,0,94194.0,556300.0,29.3,18.053742629517934,24.818832425620023,22217.0,7,23,45950.0,0.49511635234280055,3924.75,0.5640951693284909,RQgdeef_0-OrftrPY2EzqA,Cates Premium Coaching,84097,40.2692662,-111.680874
general_gym,0,75571.0,582000.0,23.4,14.24385442995504,44.41138971525712,44707.0,4,18,124093.75,0.33551792784127765,3977.4210526315787,0.5640951693284909,rMdWtYpIrhSdLMjxv0NUgQ,CrossFit Vitruvius,84604,40.274678,-111.652139
mind_body,0,75571.0,582000.0,23.4,14.24385442995504,44.41138971525712,44707.0,3,11,124093.75,0.33551792784127765,6297.583333333333,0.0,RTOt7Hulx5DlH8Y9xChPiA,It's Yoga Utah,84604,40.2992401123047,-111.658462524414
personal_training,0,94194.0,556300.0,29.3,18.053742629517934,24.818832425620023,22217.0,11,30,45950.0,0.49511635234280055,3038.516129032258,0.4256836091915219,tyrjmKDNiR4Yt4u2nrNq3A,Stretch Zone,84097,40.276211,-111.685249
personal_training,0,94194.0,556300.0,29.3,18.053742629517934,24.818832425620023,22217.0,9,24,45950.0,0.49511635234280055,3767.76,0.4581903386569819,ruSbE41LCWs0bs1nd18otA,F45 Training South Orem,84097,40.27099,-111.68262
mind_body,0,94194.0,556300.0,29.3,18.053742629517934,24.818832425620023,22217.0,10,24,45950.0,0.49511635234280055,3767.76,0.0,znNwDJ_Dk7gPD3I6I6Xr0A,Body Alive Orem,84097,40.272823,-111.682297
general_gym,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,14,20,11303.703703703704,1.277201945276809,8291.380952380952,0.0,_1gazo6SirwVYGLgvFjZ_w,The Smart Fit Method,84098,40.725121,-111.546685
martial_arts,0,128295.0,1795000.0,49.4,32.77642417913911,15.697876783849637,8619.0,13,18,5412.0,2.7845457709711106,6752.368421052632,0.0,4AWD2D5uyCyaA9QI5CkwAA,Park City Dance,84060,40.72651,-111.53723
martial_arts,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,14,18,11303.703703703704,1.277201945276809,9164.157894736842,0.0,CTRE1jvV7WNPQ3FIgcYb8g,Park City Dance Acadamy of Performing Arts,84098,40.7254099,-111.54275
personal_training,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,2,18,11303.703703703704,1.277201945276809,9164.157894736842,0.0,O9Pq9G3CkD9WLqqI-6E74w,Park City Elevated,84098,40.70559,-111.54758
other,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,0,1,11303.703703703704,1.277201945276809,87059.5,0.0,ToK_SWRZqTIkFjF6en6zJA,Motion UT Physcial Therapy & High Performance,84098,40.69660769924417,-111.46572891593866
personal_training,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,1,17,11303.703703703704,1.277201945276809,9673.277777777777,0.0,__-pljjcA05-AmChWEZzJQ,Stoke Coach,84098,40.73387,-111.52816
personal_training,0,174119.0,1207200.0,42.3,29.405118632411455,14.99238591148008,20357.0,0,2,11303.703703703704,1.277201945276809,58039.666666666664,0.0,JkkCEa-SL55hxlCOIY8W0Q,Grace Mauzy Wellness Consulting,84098,40.7136192321777,-111.485176086426
martial_arts,0,72735.0,499300.0,31.8,23.89937106918239,48.15051700245176,9381.0,14,51,19639.130434782608,2.3451657605798957,1398.75,0.605683609191522,M8ws946qxh_nibnyyFmHLA,Red Lotus School of Movement,84101,40.752959,-111.900194
general_gym,0,65548.0,434700.0,33.0,15.275950418946058,34.35703898621979,28882.0,17,48,52226.31578947369,0.6232255383976179,1337.7142857142858,0.5981903386569819,MhNiwwsygyT-HdZKzAEdJA,iRockFitness,84115,40.756637,-111.901525
